"","term","E","P","A"
"54","exchanging_prisoners_of_war",1.8,0.65,0.2
"55","asking_for_support_of_policy",0.75,-0.1,-0.3
"56","requesting_change_of_policy",1.35,0.8,0.15
"57","asking_for_help_against_athird_party",0.3,0.2,-0.35
"58","official_verbal_support_of_goals_values_regime",0.15,0.65,0.15
"59","rhetorical_policy_statements",-0.1,-0.35,0.6
"60","non_consequential_news_items",-0.15,-0.6,-0.1
"61","statements_of_indifference",-0.35,-0.55,-0.3
"62","no_comment_statements",-0.2,0.1,0.1
"63","low_key_objection_to_policies_or_behavior",-0.6,-0.4,0.2
"64","communicating_dissatisfaction_through_third_party",-0.6,-0.4,0.1
"65","recalling_ambassador_for_emergency_consultations",-0.25,0.45,0.7
"66","warning_of_retaliation_for_acts",-0.395,1.2,0.9
"67","failing_to_reach_an_agreement",-1.2,-0.35,0.1
"68","refusing_aprotest_note",-0.85,0.3,0.4
"69","denying_accusations",-0.25,-0.3,0.3
"70","objecting_to_explanations_of_goals_positions_etc",-0.95,-0.1,0.4
"71","making_threatening_demands_and_accusations",-1.3,0.3,0.95
"72","condemning_strongly_specific_actions_and_policies",-0.5,0.55,1.05
"73","granting_sanctuary_to_opposition_leaders",0.2,0.7,0.15
"74","denouncing_leaders_system_or_ideology",-0.9,0.15,1.45
"75","postponing_visits_by_heads_of_state",0.15,0.35,-0.15
"76","refusing_participation_in_meetings_or_summits",-1.4,0.25,0.45
"77","leveling_strong_propaganda_attacks",-1.3,0.65,1.3
"78","denying_support",-0.9,0.45,0.45
"79","blocking_or_vetoing_policy_or_opposition",-0.75,1,0.3
"80","increasing_troop_movements",-1.05,1.35,1.15
"81","boycotts",-1,1,0.5
"82","imposing_economic_sanctions",-0.75,0.8,0.15
"83","hindering_movement_through_land_waterways_or_air",-1.5,0.6,0.8
"84","embargoing_goods",-1.7,0.9,-0.1
"85","refusing_mutual_trade_rights",-1.5,0.55,0.45
"86","closing_borders_and_blocking_free_communications",-1.85,1,1.2
"87","manipulating_trade_currency_to_cause_economic_problems",-2,1.65,0.65
"88","halting_aid",-1.15,1.05,0.65
"89","mobilizing_hostile_demonstrations_at_target_country",-1.05,0.7,1.3
"90","refusing_to_support_foreign_military_allies",-1.3,0.3,0.45
"91","refusing_visas_to_other_national",-1.05,0.3,0.25
"92","restricting_movement_of_other_nationals_in_country",-1.45,0.65,0.35
"93","expelling_or_arresting_nationals_or_press",-1.85,0.4,1.3
"94","spying_on_foreign_government_officials",-1.5,0.6,0.2
"95","terminating_major_agreements",-1.35,0.8,0.5
"96","inciting_riots_and_rebellions",-1.55,0.9,1.5
"97","training_and_financially_aiding_rebellions",-1.1,1.05,1.3
"98","encouraging_guerrilla_activity",-1.3,0.65,1.1
"99","limited_and_sporadic_terrorist_activities",-1.9,0.45,1.4
"100","giving_sanctuary_to_terrorists",-1.6,0.6,0.85
"101","breaking_diplomatic_relations",-1.4,0.6,1
"102","expelling_military_advisors",-0.7,0.6,1.55
"103","nationalizing_companies_without_compensation",-1.8,1.05,1.6
"104","attacking_diplomats_or_embassies",-2.1,0.25,1.45
"105","limited_air_sea_or_border_skirmishes",-1.45,1.05,1.2
"106","border_police_acts",-0.8,0.65,0.85
"107","annexing_territory_already_occupied",-1.85,1.5,1.15
"108","seizing_material_of_target_country",-1.05,1.65,1.15
"109","imposing_blockades",-1.3,1.65,1.05
"110","kidnapping_or_torturing_foreign_citizens_or_prisoners",-2.6,0.35,1.1
"111","material_support_subversive_activities_in_target_country",-0.45,1.35,1.05
"112","capturing_soldiers_in_battle",0,1.4,0.85
"113","intermittent_shelling_or_clashes",-1.55,0.65,1.2
"114","sporadic_bombing_of_military_industrial_area",-1.85,1.35,1.7
"115","small_scale_interception_or_sinking_of_ships",-1.8,0.75,1.2
"116","mining_of_territorial_waters",-1.65,1.25,0.9
"117","assassinating_leader_of_target_country",-2.5,0.9,2
"118","use_of_atomic_or_nuclear_weapons",-3.15,2.45,2.6
"119","full_scale_air_naval_or_land_battles",-2.65,2.25,2.5
"120","invasion_of_territory",-2.55,1.85,2.3
"121","massive_bombing_of_civilian_areas",-3.35,1.9,1.95
"122","large_scale_bombing_of_military_installations",-1.45,2.1,2.05
"123","occupation_of_territory",-2.2,1.6,1.55
"124","chemical_or_biological_warfare",-3.35,1.3,2.4
"125","conduct_campaigns_of_genocide",-3.7,1.7,2.3
"126","guarantee_energy_food_and_basic_resources_to_all_parts_of_society",2.7,1.9,0.75
"127","investing_substantially_in_reducing_illiteracy",2.15,1.45,0.45
"128","starting_social_welfare_programs",1.75,1.15,0.5
"129","establishing_structures_to_protect_the_individual_from_the_state",2.4,1.55,0.75
"130","coming_to_the_aid_of_disadvantaged_ethnic_or_poverty_stricken_groups",2.35,1.45,0.45
"131","legislating_suffrage_regardless_of_sex_race_or_origin",2.4,2,0.65
"132","reducing_the_rate_of_infant_or_child_mortality",2.5,1.45,1.05
"133","writing_social_security_labor_and_retirement_insurance_laws",1.85,1.35,-0.2
"134","cooperation_to_protect_freedom_and_the_good_life",2.75,1.65,0.7
"135","enacting_laws_to_protect_rights_of_minorities",2.25,1.7,0.5
"136","lifting_of_total_censorship_or_curfew",2.15,1.45,0.55
"137","upholding_constitutional_rights_by_higher_courts",2.4,2,-0.05
"138","holding_free_elections_of_high_officials",2.65,1.95,0.3
"139","reform_the_judicial_constitutional_educational_etc.systems",1.65,1.25,0.6
"140","restore_normal_constitutional_life",2.5,1.35,0.6
"141","reinstitute_voluntary_assemble",1.95,1.3,0.35
"142","return_revoked_citizenships",1.45,0.85,0.5
"143","remove_restrictions_against_voting",2.15,1.55,0.6
"144","allow_media_criticism_of_government",2.35,1.7,0.45
"145","release_political_prisoners",1.9,1.05,0.55
"146","granting_amnesty_to_leaders_and_exiled_nationals",1.4,0.9,0.65
"147","remove_partial_political_censorship_and_curfew",1.75,0.85,0.6
"148","reopen_public_facilities_and_permit_free_trade",2.3,1.5,0.6
"149","open_universities_and_schools_that_were_closed_for_political_unrest",1.9,1.1,0.75
"150","initiate_agrarian_reform",2.15,1.5,0.75
"151","grant_laborers_share_in_corporate_decision_making",1.9,1.05,1
"152","alter_taxes_making_them_more_equitable",1.35,1.4,0.3
"153","starting_new_educational_institutions",2.2,1.3,0.9
"154","improving_the_income_distribution_of_individuals_and_corporations",2,1.65,0.35
"155","release_frozen_accounts_of_opposition",1.3,1.2,0.1
"156","return_expropriated_property",1.9,0.9,0.15
"157","domestic_cease_fire_from_unions",1.25,1.05,0.75
"158","participating_in_political_economic_and_cultural_life_of_the_nation",2.15,1.2,0.3
"159","the_surrendering_of_rebels",0.6,-0.1,0.3
"160","ending_hunger_strikes",1,0.1,-0.25
"161","public_showing_support_of_government",2,1.6,0.35
"162","political_support_for_legislation_to_reduce_structural_inequalities",2.05,1.15,0.25
"163","public_joins_in_support_of_governments_external_policies",1.7,1.4,0.35
"164","improving_the_level_of_technology",1.5,0.55,1.9
"165","constructing_port_facilities_and_transportation_modes",1.9,1.1,0.7
"166","adopting_policies_facilitating_free_movement_of_goods_and_services",2.05,1.5,0.3
"167","enacting_laws_to_protect_the_environment",2.15,1.6,0.8
"168","requesting_public_support_for_domestic_and_foreign_policy",1.3,0.4,-0.35
"169","agreeing_to_confer_to_study_social_welfare_legislation",1.65,0.7,0.25
"170","exploring_means_to_improve_economic_and_industrial_conditions_in_country",2.05,1.25,-0.1
"171","agreeing_to_study_complaints_of_public",1.2,0.75,-0.25
"172","government_and_opposition_talk_about_mutual_public_concerns",2.15,0.75,0
"173","government_and_labor_representatives_meet_or_agree_to_change_conditions",1.85,1.4,0.3
"174","negotiating_the_release_of_kidnapped_persons",2,0.8,0.1
"175","dismissing_corrupt_public_officials",1.7,1.1,0.65
"176","government_moves_to_ease_internal_tension",1.85,1.3,0.7
"177","reporting_on_matters_of_state_budget_imports_etc",1.2,0.7,-0.3
"178","electing_low_level_officials",1.6,0.75,-0.4
"179","appointing_ministers_and_cabinet_officials",0.65,0.4,-0.15
"180","reporting_of_news_events",1.6,0.9,0.55
"181","celebrating_holidays",1.4,0.1,0.7
"182","announcing_problems_being_studied",1,0.4,-0.35
"183","issuing_rhetorical_statements",-0.15,-0.25,0.2
"184","reshuffling_or_dismissing_cabinet_for_political_conflict_reasons",-0.6,0.35,0.65
"185","intragovernmental_conflictive_actions_or_statements",-1.1,-0.2,0.15
"186","governmental_resignation_due_to_political_problems",0.05,0.15,0.2
"187","demanding_the_release_of_jailed_or_detained_opposition",1.4,0.2,0.8
"188","requesting_ouster_of_unpopular_officials",0.65,0.35,0.75
"189","accusing_the_government_of_arbitrary_acts_of_injustice_or_revenge",0.15,0.2,1.2
"190","lining_up_against_governmental_policies",0.2,0.65,0.9
"191","limited_strikes_and_threats",-0.5,0.8,0.6
"192","distribution_and_or_confiscation_of_antiregime_propaganda",-1.05,0.5,0.7
"193","calling_for_ageneral_strike_or_civil_armed_resistance",-1.45,0.5,1.5
"194","inciting_riots_or_retaliatory_acts",-1.55,0.4,1.55
"195","threatening_strikes",-0.7,0.95,0.85
"196","short_term_restrictions_on_travel_and_internal_movement",-1.35,0.65,0.5
"197","mobilizing_adraft_to_conduct_wars",-0.9,0.8,0.75
"198","imposing_apartial_curfew",-1.3,0.45,0.95
"199","imposing_partial_censorship",-1.75,0.55,0.75
"200","imposing_taxes_to_conduct_wars",-1,1.4,0
"201","devaluating_currency_without_compensation",-1.7,0.6,0.55
"202","rejecting_ideas_of_social_legislation_reform",-1.75,0.45,-0.15
"203","rejecting_initiation_of_health_education_or_welfare_programs",-1.9,0.65,0.3
"204","accuse_opposition_of_treason",-0.95,0.4,0.7
"205","charging_opposition_with_violent_acts_and_destruction",-0.55,0.3,0.9
"206","abolishing_minor_social_welfare_programs",-0.95,0.45,0.05
"207","forbidding_public_gatherings",-2.45,0.8,0.5
"208","canceling_passports_of_citizens",-1.55,0.85,0.85
"209","detaining_opposition_leaders_or_placing_under_house_arrest",-1.9,1,0.65
"210","freezing_accounts_of_opposition",-1.85,0.65,0.7
"211","restricting_the_use_of_public_facilities_and_closing_airports",-2.05,0.95,1.1
"212","revoke_citizenships_for_political_reasons",-2.1,0.9,0.85
"213","expropriating_private_property_without_compensation",-2.35,1.1,1.15
"214","dismissing_judges_arbitrarily",-2.25,0.8,1.2
"215","evicting_citizens_arbitrarily",-2.45,0.75,1.05
"216","closing_universities_and_schools_for_political_reasons",-2.35,0.7,0.6
"217","large_scale_stocking_of_arms_by_private_citizens",-2.45,0.15,1.3
"218","creating_private_militia",-2.05,0.1,1.15
"219","large_scale_riots_and_general_strikes",-2.35,1.1,1.8
"220","extensive_violence_in_the_streets",-2.25,0.2,1.6
"221","pursuing_and_crushing_liberation_movements",-1.75,1.35,1.45
"222","coup_detat",-1.55,1.7,2.25
"223","mass_arrests",-2.6,0.85,1.75
"224","abolition_of_civil_rights_dissolving_parliament",-1.9,0.9,1.1
"225","imposing_martial_law",-2.45,1.45,1.55
"226","imposing_atotal_curfew",-2.35,1.25,1.5
"227","abolishing_civil_courts_and_political_rights_and_freedoms",-3.15,1.4,1.4
"228","arrests_of_dissident_journalists_or_opposition_leaders",-2.5,0.85,1.6
"229","the_control_of_public_media_facilities_total_censorship_by_the_military",-2.7,1.55,0.9
"230","abolishing_social_welfare_programs_affecting_large_portions_of_society",-2.25,0.95,1.05
"231","violating_ethnic_and_individual_rights",-2.5,0.75,1.05
"232","torturing_prisoners",-3.35,1.05,1.35
"233","executing_political_prisoners_and_enemies_of_the_state",-2.45,0.9,1.35
"234","kidnapping_or_assassinations_of_public_officials",-2.7,0.85,1.5
"235","large_scale_bombing_and_terrorist_activities",-2.65,1.05,2.3
"236","execution_of_public_officials_by_the_opposition_or_government",-2.85,1,1.7
"237","an_ethnic_internal_war",-2.8,0.4,1.8
"238","conducting_campaigns_of_extermination",-3.6,1.2,1.85
