"","term","E","P","A","instcodes"
"123","console",1.82,1.435,-0.965," 10 111111111 100"
"124","constrain",-0.46,1.27,0.68," 10 001001011 101"
"125","consult",1.245,0.655,-0.15," 10 111111111 000"
"126","consult",1.08,0.515,-0.225," 10 111111111 000"
"127","contemplate",0.7,0.295,-1.075," 01 100111000 100"
"128","contradict",-0.295,0.695,0.99," 10 111111111 110"
"129","control",-1.28,1.825,0.245," 01 011100010 100"
"130","convert",0.375,1.695,0.495," 01 000100100 010"
"131","convict",-0.575,1.56,-0.235," 10 001000000 010"
"132","convince",0.65,1.76,0.11," 01 111111111 100"
"133","corner",-0.8,0.855,1.29," 01 001000000 000"
"134","correct",0.48,0.745,0.445," 10 111111111 100"
"135","corrupt",-2.305,1.66,1.14," 01 011111111 000"
"136","counsel",1.445,1.4,-0.58," 10 011111111 000"
"137","court",1.695,1.04,0.875," 01 100000001 010"
"138","criticize",-0.42,0.6,0.645," 10 111111111 100"
"139","cross_examine",-0.535,1.51,0.81," 10 001000000 010"
"140","cuddle",1.76,0.97,-0.69," 10 000000011 001"
"141","cue",0.535,0.495,0.225," 10 111111111 010"
"142","cure",2.205,2.41,-0.025," 10 000001000 100"
"143","curse",-2.015,0.095,1.58," 10 111111111 100"
"144","curse",-1.84,-0.175,1.335," 10 111111111 100"
"145","cuss",-1.49,0.31,1.38," 10 111111111 100"
"146","damn",-2.425,0.705,1.145," 10 100000100 000"
"147","dance_with",1.74,1.28,1.69," 10 100000111 011"
"148","dare",-0.575,0.5,1.73," 10 100100001 100"
"149","dazzle",0.96,1.1,1.84," 01 111111111 000"
"150","debate_with",0.55,1.135,1.57," 10 111111110 000"
"151","deceive",-1.865,0.22,0.465," 01 111111111 000"
"152","defend",1.69,1.28,0.4," 10 111111111 110"
"153","defile",-1.995,1.07,0.78," 10 000000001 111"
"154","deflate",-1.47,0.24,0.7," 01 111111111 000"
"155","defy",-0.64,1.315,1.5," 10 011111110 000"
"156","degrade",-2.29,0.32,0.72," 11 111111111 110"
"157","delay",-0.865,0.395,-0.205," 01 011111110 000"
"158","delight",2.12,1.755,1.26," 01 111111111 100"
"159","delude",-1.065,0.615,0.565," 01 111111111 000"
"160","demean",-1.815,0.55,0.46," 10 111111111 100"
"161","demoralize",-2.08,0.81,0.575," 01 111110010 000"
"162","denounce",-0.985,0.88,0.625," 10 111111111 010"
"163","deprave",-1.83,0.515,0.625," 01 000000001 000"
"164","deprecate",-1.17,-0.045,0.385," 10 111111111 100"
"165","deprive",-2.195,0.28,0.455," 01 011111110 100"
"166","deride",-1.375,-0.135,0.925," 10 111111111 010"
"167","desert",-2.33,-0.19,0.78," 01 110100010 010"
"168","desire",1.14,1.005,1.425," 01 000000001 000"
"169","desire_sexually",1.615,1.105,1.175," 11 000000001 011"
"170","despise",-2.07,0.205,0.52," 01 111111111 100"
"171","destroy",-2.83,1.625,0.88," 10 010111110 010"
"172","detain",-0.655,0.925,0.225," 10 011111111 001"
"173","deter",-0.765,0.675,0.725," 01 011111111 000"
"174","detest",-1.92,0.125,0.585," 01 111111111 000"
"175","direct",0.645,1.505,0.06," 10 011111111 000"
"176","disable",-2.84,0.785,0.94," 10 001001000 001"
"177","disagree_with",0.205,0.935,0.89," 10 111111111 000"
"178","disappoint",-1.535,-0.005,0.535," 01 111111111 100"
"179","disbelieve",-0.56,0.19,0," 01 111111111 000"
"180","discipline",0.18,1.3,-0.31," 10 011111111 100"
"181","disconcert",-0.84,0.535,0.245," 01 111111111 000"
"182","discourage",-1.33,0.53,0," 10 111111111 100"
"183","discredit",-1.96,0.64,0.44," 10 111111111 010"
"184","discriminate_against",-2.475,0.64,0.345," 01 011111111 010"
"185","disenchant",-1.12,0.315,0.335," 01 111111111 100"
"186","disgrace",-1.925,0.285,0.89," 01 111111111 010"
"187","disillusion",-1.57,0.535,0.32," 01 111111111 000"
"188","dislike",-1.035,-0.045,0.35," 01 111111111 100"
"189","disobey",-0.985,0.65,1.355," 10 011111111 000"
"190","displease",-1.355,-0.005,0.195," 01 111111111 100"
"191","disregard",-1.5,0.595,0.36," 01 111111111 010"
"192","disrespect",-2.13,-0.165,1.105," 01 111111111 100"
"193","dissuade",0.17,1.38,0.15," 01 111111111 000"
"194","distress",-1.51,-0.025,0.69," 01 111111111 100"
"195","distrust",-1.04,0.01,0.11," 01 111111111 100"
"196","disturb",-1.07,0.325,1.18," 01 111111111 010"
"197","divert",-0.29,1,0.71," 10 111111111 110"
"198","divorce",-1.075,0.35,0.88," 10 000000001 010"
"199","dog",-1.085,0.485,1.13," 10 111111111 000"
"200","dominate",-1.1,2.235,0.925," 01 111111111 000"
"201","dope",-2.255,0.11,0.81," 01 001001000 100"
"202","double_cross",-2.535,0.175,1.045," 01 111111111 010"
"203","doubt",-0.78,0.03,-0.275," 01 111111111 100"
"204","dress",0.755,0.175,-0.585," 10 000001010 101"
"205","drug",-2.04,0.65,0.935," 10 001001000 000"
"206","dupe",-1.415,0.255,0.82," 01 111111111 000"
"207","educate",2.205,2.13,-0.005," 10 011111111 100"
"208","elude",-0.45,0.11,0.13," 01 111111111 010"
"209","embarrass",-1.465,0.52,0.645," 01 111111111 010"
"210","embrace",1.605,1.155,0.585," 10 100000011 001"
"211","emulate",0.155,0.09,0.49," 01 111111111 010"
"212","encourage",1.925,1.46,-0.015," 10 111111111 100"
"213","endanger",-2.52,0.49,0.735," 01 101001000 100"
"214","endure",0.395,1.11,-0.265," 01 111111111 000"
"215","engage",0.54,0.91,0.655," 10 111111111 010"
"216","enjoy",2.34,1.24,0.385," 01 111111111 100"
"217","enrage",-1.5,0.905,1.32," 01 111111111 100"
"218","enrapture",0.59,1.38,0.845," 01 111111111 000"
"219","enslave",-2.94,1.44,0.71," 10 000100000 001"
"220","ensnare",-1.06,1.135,0.975," 01 010100000 000"
"221","entertain",1.43,1.16,1.31," 01 110110011 100"
"222","enthrall",0.855,1.485,0.795," 01 100110111 100"
"223","entice",-0.03,1.26,1.51," 01 111111011 100"
"224","entrap",-1.655,1.25,1.04," 01 001100000 000"
"225","entreat",0.16,0.16,0.17," 10 100100011 000"
"226","envy",-1.355,-0.665,0.605," 01 111111111 010"
"227","escape",-0.205,0.605,1.47," 10 101100001 000"
"228","esteem",1.41,1.225,-0.31," 01 111111111 100"
"229","evade",-0.755,-0.12,0.25," 01 001000000 000"
"230","evaluate",0.12,0.76,-0.225," 01 111111111 100"
"231","evict",-1.555,1.505,0.625," 10 011000000 000"
"232","exalt",0.72,0.72,0.645," 10 110110101 100"
"233","examine",0.435,0.655,0.065," 10 100001011 100"
"234","excite",0.96,1.455,1.735," 01 100000011 101"
"235","exclude",-1.855,0.595,0.765," 10 100100001 010"
"236","excuse",1.41,0.77,-0.42," 10 111111111 000"
"237","execute",-2.69,1.99,1.04," 10 001000000 001"
"238","exhaust",-0.56,0.97,1.265," 01 110000011 100"
"239","exhibit",-0.985,0.455,0.815," 10 001100011 010"
"240","exonerate",0.78,1.555,-0.215," 10 101100111 010"
"241","experience",1.155,1.205,0.135," 01 100010101 000"
"242","explain",1.665,1.47,-0.575," 10 100100111 010"
"243","exploit",-1.89,1.485,1.06," 01 110100011 000"
"244","expose",-0.69,0.98,1.155," 10 011110101 010"
"245","extol",0.665,0.89,0.47," 10 111111111 010"
"246","eye",-0.055,0.375,0.69," 10 100001011 000"
"247","face",1.07,1.295,0.46," 10 111010011 000"
"248","favor",0.265,0.425,-0.07," 01 100110011 010"
"249","fear",-1.575,-0.51,-0.105," 01 111111111 000"
"250","feed",1.495,1.215,-0.055," 10 100001010 101"
"251","fight",-1.45,0.67,1.5," 10 101100011 001"
"252","fine",-0.635,0.93,-0.01," 10 001000010 000"
"253","fix",-1.105,0.68,0.74," 01 111100011 000"
"254","flail",-1.495,1.11,1.345," 10 001000011 001"
"255","flatter",0.855,0.38,0.605," 10 111111111 000"
"256","flee",-0.2,-0.58,1.31," 10 101100011 000"
"257","flunk",-0.92,0.88,-0.1," 10 000010000 000"
"258","fluster",-1.005,0.36,0.965," 01 111111111 000"
"259","foil",-0.88,1.08,1.405," 01 001100000 010"
"260","follow",0.17,0.015,-0.07," 10 101000011 000"
"261","fondle",1.495,0.995,0.465," 10 000000011 101"
"262","fool",-0.735,0.39,0.935," 01 111100011 000"
"263","force",-1.37,1.315,0.835," 10 001100011 100"
"264","forget",-1.35,-0.43,0," 01 100011011 010"
"265","forgive",2.215,2.44,-0.59," 01 100000111 100"
"266","forsake",-1.375,0.4,0.175," 01 100100110 000"
"267","fox",-0.4,1,1.66," 01 111100011 000"
"268","frame",-2.46,1.425,1.005," 01 011100000 010"
"269","freak_out",-0.675,0.405,2.01," 01 100000001 000"
"270","frighten",-1.35,0.695,1.31," 01 101000111 100"
"271","frisk",-0.765,1.43,1.12," 10 001000000 001"
"272","frustrate",-1.41,0.85,0.77," 01 101100011 100"
"273","glorify",0.855,1.315,0.625," 10 000100100 010"
"274","goad",-0.865,0.26,1.19," 01 100100011 000"
"275","govern",-0.12,1.775,-0.235," 10 000100000 010"
"276","grab",-0.75,1.6,1.66," 10 101001011 001"
"277","gratify",1.37,1.25,0.01," 01 100100011 100"
"278","greet",1.3,1.07,0.45," 10 111111110 000"
"279","grieve_for",0.805,0.015,-0.67," 01 000000110 000"
"280","guard",0.795,1.925,0.55," 10 001100000 010"
"281","guide",1.53,1.68,-0.105," 10 111111111 000"
"282","gyp",-2.085,0.17,0.695," 01 010000000 000"
"283","hail",0.59,0.49,0.665," 10 100100010 000"
"284","halt",-0.13,1.15,0.835," 10 001000001 110"
"285","handcuff",-1.03,1.48,0.565," 10 001000000 001"
"286","harangue",-1.25,0.75,1.275," 10 111111111 000"
"287","harass",-1.8,0.225,1.195," 10 101100011 000"
"288","harm",-2.56,1.11,0.815," 10 101101011 100"
"289","hassle",-1.675,0.46,1.065," 10 101100011 000"
"290","hate",-2.635,0.235,0.77," 01 100100000 100"
"291","haunt",-1.51,0.46,0.32," 01 100000000 010"
"292","haze",-1.655,0.395,1.33," 10 100010100 000"
"293","heal",2.01,1.805,-0.04," 10 000001110 100"
"294","heckle",-1.425,-0.325,1.325," 10 000100110 000"
"295","help",2.255,1.635,0.22," 10 111111111 100"
"296","hide",-0.04,0.455,0.165," 01 001000001 110"
"297","hide_from",-0.685,-0.675,0.365," 01 101100000 010"
"298","hinder",-1.515,0.33,0.435," 01 111100000 010"
"299","hire",1.17,1.65,0.095," 10 010000000 000"
"300","hit",-1.89,0.56,1.615," 10 101000011 101"
"301","honor",1.64,1.235,-0.125," 10 011110110 010"
"302","hoodwink",-1.255,0.335,0.66," 01 111100000 000"
"303","horrify",-1.885,0.655,1.68," 01 100100011 100"
"304","hound",-1.155,0.225,1.03," 10 111111111 000"
"305","hug",1.955,1.195,0.085," 10 100000011 001"
"306","humble",-0.17,0.765,-0.155," 01 111111111 000"
"307","humiliate",-2.42,0.28,1.175," 01 111111111 000"
"308","humor",0.465,0.76,0.175," 01 111111111 000"
"309","hurry",-0.455,0.8,1.875," 10 110011011 100"
"310","hurt",-2.495,0.77,1.17," 10 101001011 101"
"311","hush",-0.29,0.845,-0.235," 10 111111111 010"
"312","hustle",-1.41,1.15,1.635," 01 011100100 000"
"313","hypnotize",-0.185,1.655,-0.285," 10 000001000 000"
"314","idealize",0.485,0.08,0.57," 01 100100111 000"
"315","idolize",0.235,-0.13,0.53," 01 100000111 000"
"316","ignore",-1.675,-0.21,0.02," 11 100100011 010"
"317","imitate",-0.23,-0.345,0.755," 10 110000011 000"
"318","impede",-0.88,1,0.945," 10 011000010 000"
"319","implore",-0.325,0.045,0.005," 10 100100111 000"
"320","imprison",-1.29,1.57,0.085," 10 001000000 010"
"321","incite",-0.58,1,1.46," 01 000100100 010"
"322","incriminate",-1.52,0.785,0.955," 10 001000000 010"
"323","indoctrinate",-0.45,1.08,0.35," 10 000100111 000"
"324","indulge",0.3,0.7,0.58," 01 100000011 100"
"325","influence",0.545,1.355,0.985," 01 111111111 000"
"326","inform",1.17,1.245,0.155," 10 111111111 100"
"327","infuriate",-1.365,0.48,1.21," 01 111111111 000"
"328","initiate",0.59,1.095,1.11," 10 100010101 000"
"329","injure",-2.42,0.9,1.2," 10 101001011 101"
"330","inspect",-0.27,0.795,-0.24," 10 001111011 100"
"331","inspire",1.71,1.72,0.4," 01 100110110 000"
"332","instruct",1.505,1.3,-0.23," 10 011111111 000"
"333","insult",-2.07,0.42,1.385," 10 111111111 000"
"334","interest",1.745,1.375,0.42," 01 110110111 100"
"335","interrogate",-0.785,1.545,0.445," 10 001000000 000"
"336","interrupt",-1.155,0.29,1.745," 10 111111111 100"
"337","interview",0.495,1.14,-0.025," 10 011011000 000"
"338","intimidate",-1.805,1.76,0.545," 01 101100011 000"
"339","invite",1.315,0.82,0.205," 10 110010111 010"
"340","irritate",-1.495,0.325,1.155," 01 111111111 100"
"341","jeer",-1.66,0.03,1.44," 10 100100001 000"
"342","jest",-0.065,0.025,1.08," 10 111111111 000"
"343","joggle",-0.405,0.92,1.645," 10 100001011 001"
"344","join",1.14,0.965,0.355," 10 100100001 010"
"345","jolt",-1.05,1.01,1.425," 01 100100001 000"
"346","josh",0.34,0.325,1.34," 10 111111111 000"
"347","jostle",-0.685,0.64,1.46," 10 101000011 000"
"348","judge",-0.84,0.88,-0.1," 01 111111111 100"
"349","kick",-2.225,0.62,1.14," 10 001000000 001"
"350","kid",0.165,0.43,1.015," 10 100100011 000"
"351","kill",-3.795,1.565,1.225," 10 001100000 101"
"352","kiss",2.195,0.965,0.36," 10 000000011 001"
"353","laud",0.7,0.65,0.265," 10 111111111 110"
"354","laugh_at",-1.515,-0.515,1.935," 10 111111111 100"
"355","laugh_with",2.11,0.805,1.05," 10 111111111 000"
"356","lead",1,1.57,0.295," 10 100100011 000"
"357","leave",-1.12,0.235,0.665," 10 111111111 010"
"358","lie_to",-2.16,-0.35,0.66," 01 111100011 000"
"359","like",2.355,1.295,0.375," 01 111111111 100"
"360","listen_to",1.78,0.935,-0.64," 10 111111111 000"
"361","loathe",-1.905,0.055,0.39," 01 111111111 100"
"362","look_at",0.745,0.38,0.31," 10 111111111 100"
"363","love",2.88,2.645,0.49," 01 100000011 000"
"364","lull",0.225,0.825,-1.07," 01 111101011 000"
"365","lure",-0.31,1.16,0.38," 01 111100001 000"
"366","mace",-1.705,0.44,1.425," 10 001000000 001"
"367","make_love_to",2.615,1.54,0.92," 10 000000001 001"
"368","malign",-2.065,0.64,1.19," 10 111111111 010"
"369","manipulate",-1.54,1.575,0.8," 01 111111111 100"
"370","marry",2.05,1.335,0.65," 10 000000001 010"
"371","massage",1.63,0.71,-0.075," 10 110001011 101"
"372","master",-1.045,2.025,0.52," 01 001100001 000"
"373","medicate",1.265,1.185,-0.295," 10 000001010 100"
"374","menace",-2.11,1.235,1.15," 01 101100000 000"
"375","mimic",-0.745,-0.23,1.455," 10 110010010 010"
"376","misinform",-1.625,0.23,0.505," 01 110100010 000"
"377","misjudge",-1.405,-0.335,0.21," 01 111111111 000"
"378","mislead",-1.755,0.035,0.61," 01 111101110 000"
"379","miss",0.71,0.24,-0.295," 01 100000010 010"
"380","misunderstand",-0.91,0.04,-0.09," 01 111111111 000"
"381","mock",-1.415,-0.225,1.155," 10 100100011 000"
"382","molest",-2.77,0.81,1.575," 10 000000001 001"
"383","monitor",-0.295,0.825,-0.305," 10 011111110 110"
"384","monopolize",-1.33,2.305,0.785," 01 110110111 010"
"385","mortify",-1.535,1.22,1.135," 01 111111111 000"
"386","mother",0.945,0.785,-0.995," 10 000001010 001"
"387","mug",-2.115,1.51,2.03," 10 101000000 001"
"388","murder",-3.43,1.175,1.07," 10 101000000 011"
"389","nab",-0.98,0.9,1.355," 10 001000000 001"
"390","nag",-1.675,-0.445,0.675," 10 100000011 000"
"391","nail",-1.12,1.33,1.345," 10 001000000 001"
"392","need",1.56,0.37,0.125," 01 100000011 010"
"393","needle",-1.47,0.225,1.025," 10 111111111 000"
"394","neglect",-2.21,-0.155,0.11," 01 111111111 110"
"395","negotiate_with",1.065,1.58,0.055," 10 111111111 000"
"396","nestle",1.56,1.075,-0.41," 10 000000011 001"
"397","notice",1.2,0.735,0.4," 01 111111111 010"
"398","nudge",0.12,0.06,0.125," 10 111111111 001"
"399","nuzzle",0.925,0.09,0.03," 10 000000011 001"
"400","obey",0.76,0.44,-0.29," 10 111111111 000"
"401","oblige",0.745,0.755,-0.235," 01 111111111 000"
"402","observe",0.61,0.16,-0.795," 10 111111111 100"
"403","obstruct",-1.21,1.16,0.655," 10 111111111 011"
"404","offend",-1.775,0.3,1.025," 01 111111111 000"
"405","ogle",-0.495,-0.155,0.685," 10 000000001 000"
"406","oppose",-0.12,1.105,0.74," 10 111111111 010"
"407","oppress",-2.38,1.37,0.285," 01 000100010 000"
"408","order",-0.185,0.52,0.17," 10 111111111 000"
"409","ostracize",-1.535,0.88,0.415," 01 100100110 010"
"410","outdo",0.165,1.645,1.24," 01 110110010 010"
"411","outrage",-1.405,0.605,1.06," 01 111111111 000"
"412","outwit",0.25,1.335,0.82," 01 111111111 000"
"413","overhear",-0.53,0.055,0.065," 01 011100010 010"
"414","overlook",-1.22,0.205,0.78," 01 011111110 010"
"415","overrate",-0.6,0.1,0.51," 01 111110000 000"
"416","overwhelm",0.055,1.86,1.04," 10 101101011 001"
"417","overwork",-1.605,0.655,0.525," 01 010110010 100"
"418","pacify",0.52,0.41,-0.365," 01 111111111 000"
"419","pamper",-0.175,-0.075,-0.865," 10 110001011 100"
"420","parody",-0.225,-0.005,1.145," 10 111111111 010"
"421","pass",-0.04,0.425,1.08," 10 100000000 010"
"422","patronize",-0.075,0.535,0.095," 01 111111111 000"
"423","pay",0.845,0.865,-0.025," 10 010000000 000"
"424","pay_for",0.755,0.495,-0.17," 10 110000010 100"
"425","peek_at",-0.595,-0.385,0.2," 10 100000011 000"
"426","penalize",-0.58,1.14,0.495," 10 010110010 000"
"427","persecute",-2.555,0.82,0.96," 01 001100100 000"
"428","persuade",0.345,1.715,-0.035," 01 111111111 100"
"429","pervert",-1.86,0.66,1.185," 01 000000001 001"
"430","pester",-1.485,-0.06,1.42," 10 110000011 010"
"431","pet",1.05,0.585,0.37," 10 000000011 001"
"432","placate",0.31,0.48,-0.83," 01 111111111 000"
"433","play_with",1.395,0.785,1.235," 10 100000011 100"
"434","please",1.89,1.06,0.23," 01 111111111 100"
"435","plot_against",-2.09,0.87,0.875," 01 100100000 010"
"436","poison",-3.265,-0.01,0.225," 01 101001010 100"
"437","pooh_pooh",-0.985,-0.235,0.425," 10 111111111 000"
"438","praise",1.495,1.365,0.17," 10 111111111 000"
"439","pray_for",2.355,2.065,-0.75," 01 000000100 100"
"440","prod",-0.52,0.44,0.64," 10 101001011 101"
"441","prompt",0.055,0.905,0.56," 10 111111111 010"
"442","prosecute",-0.63,1.225,0.195," 10 001000000 010"
"443","protect",1.685,2.065,0.205," 10 101101010 010"
"444","provoke",-1.1,0.64,1.24," 01 111111111 000"
"445","psychoanalyze",0.06,0.85,-0.23," 10 000001000 100"
"446","punch",-1.74,1.035,1.71," 10 101000000 001"
"447","punish",-0.97,1.3,0.315," 10 111111111 100"
"448","pursue",-0.105,0.88,1.3," 10 001101001 000"
"449","push",-1.445,0.345,1.845," 10 101000010 001"
"450","quarrel_with",-1.28,0.035,1.25," 10 111111111 000"
"451","query",0.13,0.65,0.07," 10 111111111 000"
"452","question",0.4,0.795,0.755," 10 111111111 000"
"453","quiet",0.115,0.995,-0.16," 10 111111111 000"
"454","quiz",0.305,0.815,0.34," 10 111111111 000"
"455","radicalize",-0.385,1.365,1.91," 01 000100100 000"
"456","rally",0.83,0.925,1.535," 01 100111111 100"
"457","rankle",-0.97,0.505,0.73," 01 111111111 000"
"458","rape",-3.385,1.1,1.815," 10 100000001 001"
"459","rattle",-0.865,0.615,1.225," 01 111111111 000"
"460","ravish",-0.94,1.24,1.355," 10 000000001 001"
"461","reassure",1.655,1.57,-0.485," 10 111111111 100"
"462","rebel_against",-0.265,1.265,1.77," 01 000100010 000"
"463","rebuff",-0.765,1.115,0.405," 10 100100101 010"
"464","rebuke",-0.58,1.185,0.49," 10 111111111 000"
"465","reform",1.09,0.755,-0.105," 01 101000110 100"
"466","refuse",-0.53,0.79,0.095," 10 111111111 000"
"467","regard",0.86,0.395,-0.185," 01 100100000 000"
"468","rehabilitate",1.75,1.625,0.375," 01 001000110 000"
"469","reject",-1.96,0.915,0.69," 01 100100011 010"
"470","release",1.07,1.025,-0.37," 10 001001001 000"
"471","relieve",1.445,1.085,-0.045," 01 111111111 100"
"472","relish",0.725,0.58,0.4," 01 100000001 000"
