"","term","E","P","A"
"173","government_and_labor_representatives_meet_or_agree_to_change_conditions",1.7,1.1,0.5
"174","negotiating_the_release_of_kidnapped_persons",1.9,0.7,0.4
"175","dismissing_corrupt_public_officials",1.7,1,1
"176","government_moves_to_ease_internal_tension",2,1.2,1.2
"177","reporting_on_matters_of_state_budget_imports_etc",0.9,0.7,-0.2
"178","electing_low_level_officials",1.5,0.5,-0.2
"179","appointing_ministers_and_cabinet_officials",0.6,0.1,0.1
"180","reporting_of_news_events",1.4,0.5,0.3
"181","celebrating_holidays",0.8,0.3,0.8
"182","announcing_problems_being_studied",0.4,0.2,-0.1
"183","issuing_rhetorical_statements",-0.2,-0.1,0.4
"184","reshuffling_or_dismissing_cabinet_for_political_conflict_reasons",-0.5,0.3,1
"185","intragovernmental_conflictive_actions_or_statements",-1,-0.6,0
"186","governmental_resignation_due_to_political_problems",0.1,-0.2,0.1
"187","demanding_the_release_of_jailed_or_detained_opposition",1.7,0.4,0.8
"188","requesting_ouster_of_unpopular_officials",0.6,0.2,0.7
"189","accusing_the_government_of_arbitrary_acts_of_injustice_or_revenge",0.3,0,1.2
"190","lining_up_against_governmental_policies",0.3,0.6,0.7
"191","limited_strikes_and_threats",-0.3,0.5,0.6
"192","distribution_and_or_confiscation_of_antiregime_propaganda",-0.9,0.1,1.1
"193","calling_for_ageneral_strike_or_civil_armed_resistance",-1.4,0.6,1.4
"194","inciting_riots_or_retaliatory_acts",-1.6,0.4,1.5
"195","threatening_strikes",-0.7,0.8,0.8
"196","short_term_restrictions_on_travel_and_internal_movement",-1.4,0.5,0.7
"197","mobilizing_adraft_to_conduct_wars",-0.9,1.1,0.9
"198","imposing_apartial_curfew",-1.3,0.2,1.3
"199","imposing_partial_censorship",-1.4,0.4,1.2
"200","imposing_taxes_to_conduct_wars",-1,1.3,0.4
"201","devaluating_currency_without_compensation",-1.5,-0.1,0.7
"202","rejecting_ideas_of_social_legislation_reform",-2.3,0.2,-0.3
"203","rejecting_initiation_of_health_education_or_welfare_programs",-1.8,0.6,0.2
"204","accuse_opposition_of_treason",-1.1,0.3,0.9
"205","charging_opposition_with_violent_acts_and_destruction",-0.7,0,0.9
"206","abolishing_minor_social_welfare_programs",-0.8,0.2,0.1
"207","forbidding_public_gatherings",-2.2,0.4,1
"208","canceling_passports_of_citizens",-1.9,0.9,1.1
"209","detaining_opposition_leaders_or_placing_under_house_arrest",-2,0.9,0.8
"210","freezing_accounts_of_opposition",-1.9,0.5,0.8
"211","restricting_the_use_of_public_facilities_and_closing_airports",-2.2,0.8,1.3
"212","revoke_citizenships_for_political_reasons",-1.9,0.8,1.4
"213","expropriating_private_property_without_compensation",-2.5,1.1,1.3
"214","dismissing_judges_arbitrarily",-2.4,0.8,1.2
"215","evicting_citizens_arbitrarily",-2.4,0.8,1.3
"216","closing_universities_and_schools_for_political_reasons",-2.3,0.7,0.6
"217","large_scale_stocking_of_arms_by_private_citizens",-2.5,0.2,1.4
"218","creating_private_militia",-2.4,0.5,1.2
"219","large_scale_riots_and_general_strikes",-2.3,1,1.8
"220","extensive_violence_in_the_streets",-2.2,0,1.6
"221","pursuing_and_crushing_liberation_movements",-1.5,1.1,1.4
"222","coup_detat",-1.4,1.5,2.1
"223","mass_arrests",-2.7,0.6,1.8
"224","abolition_of_civil_rights_dissolving_parliament",-1.8,0.7,0.8
"225","imposing_martial_law",-2.2,1.4,1.7
"226","imposing_atotal_curfew",-2.4,1.4,1.5
"227","abolishing_civil_courts_and_political_rights_and_freedoms",-3,1.5,1.7
"228","arrests_of_dissident_journalists_or_opposition_leaders",-2.5,1,1.7
"229","the_control_of_public_media_facilities_total_censorship_by_the_military",-2.7,1.4,1.4
"230","abolishing_social_welfare_programs_affecting_large_portions_of_society",-2.4,0.7,1.1
"231","violating_ethnic_and_individual_rights",-2.1,0.9,1.3
"232","torturing_prisoners",-3.1,1.1,1.8
"233","executing_political_prisoners_and_enemies_of_the_state",-2.4,0.9,1.4
"234","kidnapping_or_assassinations_of_public_officials",-2.6,0.7,1.2
"235","large_scale_bombing_and_terrorist_activities",-2.5,1.4,2.2
"236","execution_of_public_officials_by_the_opposition_or_government",-2.8,1,1.5
"237","an_ethnic_internal_war",-2.7,0.3,1.7
"238","conducting_campaigns_of_extermination",-3.5,1.2,1.8
