"","term","E","P","A","instcodes"
"39","assure",1.425,1.805,0.495," 10 111111111 000"
"40","astound",1.365,1,1.01," 01 111111111 000"
"41","attack",-2.765,0.545,0.825," 10 001100010 001"
"42","attract",1.38,1.045,0.8," 01 100000001 010"
"43","authorize",-0.295,1.865,0.345," 10 011111100 010"
"44","avenge",-1.145,0.81,1.03," 01 100100000 010"
"45","avoid",-1.045,-1.03,0.35," 01 111111110 010"
"46","baffle",-0.62,0.76,1.39," 01 111111110 000"
"47","bamboozle",-1.565,-0.085,-0.71," 01 111100100 000"
"48","ban",-1.2,0.855,0.135," 10 010100110 010"
"49","banish",-1.745,0.89,0.535," 10 000100000 010"
"50","banter_with",-0.455,0.325,1.99," 10 110111011 000"
"51","baptize",1.975,1.565,0.395," 10 000000100 000"
"52","barricade",-1.13,0.215,1.01," 10 000100000 010"
"53","bash",-2.045,-0.15,1.04," 10 101000010 001"
"54","bathe",1.32,0.515,0.325," 10 000001011 101"
"55","bayonet",-2.495,0.735,1.835," 10 000100000 011"
"56","beat",-1.165,0.78,1.39," 10 001100010 001"
"57","beg_from",-1.235,-1.11,-0.425," 10 110000000 000"
"58","begrudge",-1.685,-0.125,0.54," 01 100100000 010"
"59","believe",1.09,0.445,-0.215," 01 111111111 000"
"60","bequeath_to",1.485,1.105,0.23," 10 001000010 010"
"61","beseech",-0.2,0.455,0.785," 10 111111111 000"
"62","betray",-3,-1.045,0.145," 01 001100111 010"
"63","bewilder",-1.005,0.295,0.525," 01 111111111 000"
"64","bewitch",-2.355,0.53,0.49," 01 000000101 000"
"65","bite",-2.49,-0.12,1.315," 10 100000001 001"
"66","blackmail",-3.015,0.485,0.305," 10 011100000 010"
"67","bless",1.675,1.43,-0.005," 10 000000100 000"
"68","blind",-3.095,-0.85,0.06," 10 001001000 001"
"69","block",-1.08,0.78,0.765," 01 011100010 000"
"70","bluff",-1.14,-0.6,0.085," 01 111100010 000"
"71","bribe",-2.445,0.34,0.69," 10 011100000 110"
"72","call",0.325,0.46,0.215," 10 111111111 010"
"73","captivate",-1.565,1.02,-0.105," 01 110111111 000"
"74","capture",-1.54,1.49,1.125," 10 001100000 011"
"75","carry",0.935,1.145,1.51," 10 000001010 001"
"76","censure",0.15,1.2,0.665," 10 000100000 010"
"77","charge",-1.585,0.385,-0.02," 10 010000000 000"
"78","charm",1.55,0.57,0.565," 01 111111111 000"
"79","chase",-0.395,0.555,2.24," 10 001000001 000"
"80","cheer",1.55,0.96,1.545," 10 111111111 110"
"81","chloroform",-1.09,0.61,0.9," 10 000001000 001"
"82","choke",-2.63,0.35,0.615," 10 001000011 001"
"83","choose",0.525,1.01,0.77," 10 110100101 010"
"84","christen",1.685,1.285,-0.145," 10 000000100 000"
"85","club",-2.005,0.33,0.97," 10 001000000 001"
"86","coax",0.45,0.26,0.285," 01 111111111 100"
"87","coddle",1.685,0.645,0.435," 11 000001011 100"
"88","coerce",-0.84,0.485,0.2," 10 111111111 000"
"89","coexist_with",0.71,-0.29,0.7," 01 000100000 010"
"90","collaborate_with",-0.095,0.16,0.34," 10 011111000 010"
"91","combat",-0.59,1.065,1.05," 10 001100000 000"
"92","commend",1.33,1.285,0.305," 10 011111111 010"
"93","compensate",1.28,1.175,-0.005," 10 010100000 010"
"94","compete_with",0.72,0.76,0.87," 10 010110010 010"
"95","complain_about",-0.915,0.47,0.385," 10 111111111 010"
"96","compliment",2.02,1.32,0.66," 10 111111111 000"
"97","conceal",-0.685,0.44,0.54," 01 101000010 010"
"98","concur_with",0.255,0.195,0.125," 10 011111111 010"
"99","condemn",-1.945,0.64,-0.15," 10 001100000 110"
"100","condole",1.21,0.85,0.095," 01 111111110 000"
"101","confess_to",1.52,1.275,0.07," 10 011011111 000"
"102","confide_in",1.57,1.16,0.685," 10 000111111 000"
"103","confine",-1.115,0.54,0.03," 10 001101010 001"
"104","confuse",-1.16,-0.055,0.775," 01 111111111 100"
"105","congratulate",1.865,0.89,0.795," 10 111111111 100"
"106","console",1.465,0.76,0.095," 10 111111111 100"
"107","conspire_with",-1.07,0.365,0.455," 11 010100011 010"
"108","consult",0.98,0.555,-0.025," 10 111111111 000"
"109","contemplate",0.215,0.31,0.08," 01 100111000 100"
"110","contradict",-0.8,-0.445,0.77," 10 111111111 110"
"111","control",-0.7,1.275,0.455," 01 011100010 100"
"112","convert",0.95,1.845,0.79," 01 000100100 010"
"113","convince",0.44,0.76,0.08," 01 111111111 100"
"114","correct",0.32,0.415,0.045," 10 111111111 100"
"115","corrupt",-2.415,0.43,1.29," 01 011111111 000"
"116","cover",1.11,0.175,0.175," 10 100001011 100"
"117","cripple",-2.56,-0.245,1.07," 10 001001000 001"
"118","criticize",-1.015,0.665,0.545," 10 111111111 100"
"119","cross_examine",-0.6,0.48,0.695," 10 001000000 010"
"120","curse",-1.775,0.28,0.43," 10 111111111 100"
"121","curtsey_to",0.88,-0.06,0.055," 10 000100110 000"
"122","cut",-2.52,0,1.02," 10 001001000 101"
"123","deafen",-2.535,-0.28,1.1," 01 001001000 000"
"124","debate_with",0.995,1.05,0.565," 10 111111110 000"
"125","deceive",-2.21,-1.085,0.3," 01 111111111 000"
"126","decorate",1.39,0.85,0.87," 10 000100000 010"
"127","defame",-1.915,-0.185,0.22," 10 011111110 010"
"128","defeat",0.865,1.84,1.43," 10 000100000 010"
"129","defend",1.77,1.14,0.605," 10 111111111 110"
"130","defy",-1.43,0.44,1.22," 10 011111110 000"
"131","delight",2.37,1.34,1.245," 01 111111111 100"
"132","denounce",-1.51,-0.32,0.225," 10 111111111 010"
"133","deny",-1.21,-0.525,0.285," 10 001100111 100"
"134","desert",-2.365,-0.865,0.535," 01 110100010 010"
"135","despise",-2.185,-0.11,0.38," 01 111111111 100"
"136","destroy",-3.125,0.34,0.635," 10 010111110 010"
"137","detest",-1.205,0.23,0.645," 01 111111111 000"
"138","diagnose",0.73,1.315,-0.185," 10 000001000 000"
"139","direct",1.35,0.77,0.375," 10 011111111 000"
"140","disable",-2.07,-0.235,0.065," 10 001001000 001"
"141","disagree_with",0.15,0.5,0.705," 10 111111111 000"
"142","disappoint",-2.865,-0.805,0.105," 01 111111111 100"
"143","discharge",0.12,0.88,0," 10 001101000 010"
"144","discipline",0.46,1.175,-0.04," 10 011111111 100"
"145","discourage",-0.8,0.02,0.03," 10 111111111 100"
"146","discredit",-2.205,-0.205,0.345," 10 111111111 010"
"147","discriminate_against",-2.19,0.135,0.34," 01 011111111 010"
"148","disgrace",-2.18,-0.125,0.7," 01 111111111 010"
"149","disgust",-1.63,-0.84,0.655," 01 111111111 000"
"150","disinherit",-1.855,0.025,-0.31," 10 000000010 010"
"151","dismay",-1.505,0.19,0.075," 01 111111111 010"
"152","dismiss",-1.335,1.125,-0.015," 10 001110000 000"
"153","disobey",-1.285,-0.675,1.165," 10 011111111 000"
"154","dispossess",-0.935,0.44,0.28," 10 001000010 010"
"155","disqualify",-1.315,0.55,0.41," 10 000100000 010"
"156","disregard",-1.925,-0.83,0.035," 01 111111111 010"
"157","disrobe",-1.285,0.21,0.385," 10 000001011 001"
"158","dissuade",-0.075,0.475,-0.215," 01 111111111 000"
"159","distract",-1.27,0.005,0.5," 10 111111111 010"
"160","disturb",-1.515,-0.385,0.825," 01 111111111 010"
"161","divorce",-1.065,-0.28,0.275," 10 000000001 010"
"162","dominate",-1.47,0.255,0.54," 01 111111111 000"
"163","doubt",-1.01,-0.145,0.165," 01 111111111 100"
"164","drug",-2.08,0,0.955," 10 001001000 000"
"165","duel_with",-1.945,0.37,0.955," 10 000100000 011"
"166","eat_with",1.55,0.59,0.395," 10 100000011 000"
"167","educate",2.14,2.425,1.225," 10 011111111 100"
"168","eject",-0.74,0.9,0.59," 10 011111111 011"
"169","embezzle_from",-1.745,-0.33,0.58," 01 010000000 000"
"170","embrace",2.04,1.205,1.42," 10 100000011 001"
"171","employ",1.65,1.46,0.75," 10 010000000 000"
"172","emulate",0.44,0.565,0.02," 01 111111111 010"
"173","enchant",1.515,0.995,0.87," 01 100100011 000"
"174","endorse",0.055,0.31,0.025," 10 010100100 010"
"175","enjoy",2.16,0.66,0.855," 01 111111111 100"
"176","enslave",-2.69,0.81,0.385," 10 000100000 001"
"177","entertain",2.07,1.595,1.815," 01 110110011 100"
"178","entice",-0.595,0.255,1.015," 01 111111011 100"
"179","envy",-1.38,-0.225,0.465," 01 111111111 010"
"180","escape_from",0.965,1.765,2.14," 10 101100001 000"
"181","escort",1.275,1.095,0.71," 10 001100011 010"
"182","esteem",0.91,0.265,0.645," 01 111111111 100"
"183","evade",-1.19,-0.295,0.66," 01 001000000 000"
"184","evict",-2.305,0.99,0.125," 10 011000000 000"
"185","exalt",-1.115,-0.535,0.335," 10 110110101 100"
"186","examine",0.605,0.87,0.425," 10 100001011 100"
"187","excite",1.775,1.175,1.545," 01 100000011 101"
"188","exclude",-1.705,0.375,0.355," 10 100100001 010"
"189","excuse",1.46,1.285,0.11," 10 111111111 000"
"190","execute",-2.88,0.79,-0.08," 10 001000000 001"
"191","exile",-1.115,0.69,0.335," 10 000100000 010"
"192","exonerate",0.26,0.25,-0.915," 10 101100111 010"
"193","exorcise",0.275,1.62,0.22," 10 000000100 000"
"194","expel",-1.535,1.865,0.03," 10 111111111 010"
"195","exploit",-1.69,0.29,0.49," 01 110100011 000"
"196","expose",-1.62,0.34,0.43," 10 011110101 010"
"197","exterminate",-2.57,1.305,1.465," 10 000100000 001"
"198","eye",0.605,0.13,1.495," 10 100001011 000"
"199","face",0.715,1.515,0.8," 10 111010011 000"
"200","fail",-1.45,-0.96,-0.01," 10 000010000 000"
"201","fascinate",1.405,0.705,1.025," 01 100000011 000"
"202","favour",0.845,0.99,0.685," 01 100110011 010"
"203","fear",-1.11,-1.03,-0.485," 01 111111111 000"
"204","feed",1.58,1.1,0.275," 10 100001010 101"
"205","feel",0.46,0.625,1.195," 10 100001011 101"
"206","fetch",0.64,0.645,0.615," 10 001001010 010"
"207","fight",-0.93,1.215,1.985," 10 101100011 001"
"208","filch_from",-0.53,0.54,0.345," 01 010000000 000"
"209","find",1.61,1.01,0.43," 10 101000000 010"
"210","fingerprint",-0.91,0.375,0.495," 10 001000000 001"
"211","flatter",1.575,0.655,0.81," 10 111111111 000"
"212","flee_from",-1.54,-0.975,0.265," 10 101100011 000"
"213","follow",-0.84,-0.01,0.51," 10 101000011 000"
"214","fondle",1.89,0.565,0.935," 10 000000011 101"
"215","fool",-1.375,-0.34,0.59," 01 111100011 000"
"216","forbid",-1.12,0.745,-0.095," 10 011111110 000"
"217","forfeit_to",-0.79,-0.245,0.225," 10 010100000 010"
"218","forgive",2.25,1.7,-0.025," 01 100000111 100"
"219","forsake",-1.32,-0.685,-0.42," 01 100100110 000"
"220","free",1.855,1.89,0.77," 10 001100000 000"
"221","frighten",-1.465,0.245,1.195," 01 101000111 100"
"222","gag",-1.85,0.375,0.985," 10 001000001 001"
"223","gaze_at",-0.67,-0.41,0.405," 10 100000011 000"
"224","giggle_at",-1.38,-0.805,1.055," 10 100000011 000"
"225","glimpse_at",-0.195,-0.19,0.125," 10 100000011 000"
"226","go_against",-0.805,0.57,0.59," 10 100100011 010"
"227","go_with",1.365,0.065,1.495," 10 101000011 000"
"228","govern",-0.405,1.39,0.65," 10 000100000 010"
"229","grade",-0.63,0.245,0.39," 10 000010000 000"
"230","grasp",-0.67,1,1.265," 10 101001011 001"
"231","greet",1.67,0.66,0.495," 10 111111110 000"
"232","grieve_for",0.805,-0.12,-0.51," 01 000000110 000"
"233","grieve_over",0.25,-0.2,-0.085," 01 000000100 010"
"234","grin_at",0.5,0.045,0.64," 10 110000011 000"
"235","guard",0.665,1.89,0.72," 10 001100000 010"
"236","gun_down",-2.97,0.15,1.74," 10 001000000 000"
"237","halt",-0.955,1.285,0.58," 10 001000001 110"
"238","handcuff",-1.77,0.475,0.19," 10 001000000 001"
"239","hang",-2.88,0.02,0.135," 10 001000000 001"
"240","harangue",-0.805,0.61,0.17," 10 111111111 000"
"241","harass",-1.815,0,0.67," 10 101100011 000"
"242","harm",-2.78,-0.01,0.465," 10 101101011 100"
"243","hate",-2.01,-0.31,-0.145," 01 100100000 100"
"244","haunt",-1.59,0.255,-0.025," 01 100000000 010"
"245","help",2.215,1.505,0.535," 10 111111111 100"
"246","hide",0.285,1.02,0.01," 01 001000001 110"
"247","hinder",-1.615,0.175,0.375," 01 111100000 010"
"248","hit",-1.58,-0.14,1.075," 10 101000011 101"
"249","hold",1.015,0.695,1.015," 10 000000011 001"
"250","hold_up",-1.495,0.145,0.975," 10 010000000 000"
"251","honour",1.47,1.14,0.07," 10 011110110 010"
"252","hoodwink",-1.655,-0.185,-0.34," 01 111100000 000"
"253","horrify",-1.965,-0.035,1.795," 01 100100011 100"
"254","humour",1.24,0.765,1.1," 01 111111111 000"
"255","hunt_for",-0.9,0.375,0.285," 01 001000000 000"
"256","hurt",-1.955,0.035,1.86," 10 101001011 101"
"257","idealize",0.075,0.085,0.93," 01 100100111 000"
"258","identify",-0.225,0.565,0.28," 10 001000000 010"
"259","idolize",-0.035,-0.23,1.475," 01 100000111 000"
"260","ignore",-1.32,-0.495,0.69," 11 100100011 010"
"261","imitate",-0.57,-0.36,1.39," 10 110000011 000"
"262","impede",-0.735,0.57,0.32," 10 011000010 000"
"263","implicate",-1.37,-0.34,0.095," 10 001000000 010"
"264","imprison",-0.785,1.4,-0.115," 10 001000000 010"
"265","incriminate",-2.445,0.4,0.975," 10 001000000 010"
"266","indict",-0.565,0.835,1.445," 10 001000000 010"
"267","indulge",-0.725,0.17,0.335," 01 100000011 100"
"268","inflame",-1.04,0.92,0.625," 01 100110101 000"
"269","inform_on",-2.175,-0.695,0.08," 10 001000000 010"
"270","infuriate",-1.38,-0.305,1.02," 01 111111111 000"
"271","inject",0.11,1.1,0.65," 10 000001000 101"
"272","injure",-1.94,-0.24,0.865," 10 101001011 101"
"273","inquire_about",0.725,-0.27,0.05," 10 111111111 010"
"274","inspect",-0.02,0.65,-0.06," 10 001111011 100"
"275","instruct",0.98,0.71,0.555," 10 011111111 000"
"276","intercede_with",-0.11,0.67,0.285," 10 000100010 010"
"277","intercept",-0.2,0.555,1.34," 10 001000000 010"
"278","interfere_with",-1.44,0.26,0.3," 01 010111000 010"
"279","intern",-2.655,-0.295,0.21," 10 001100000 011"
"280","interrogate",-2.345,1.255,1.385," 10 001000000 000"
"281","interrupt",-1.06,-0.345,1.035," 10 111111111 100"
"282","intimidate",-2.17,-0.635,0.795," 01 101100011 000"
"283","introduce",1.225,0.835,0.365," 10 100110100 010"
"284","investigate",-0.73,0.475,0.985," 01 001000000 010"
"285","invite",1.63,0.59,0.575," 10 110010111 010"
"286","irritate",-2.175,0.465,0.95," 01 111111111 100"
"287","isolate",-2.36,-0.385,0.485," 10 000100010 110"
"288","jail",-0.51,1.375,0.075," 10 001000000 001"
"289","join_up_with",0.405,0.635,0.79," 10 010100001 010"
"290","joke_about",-1.56,-0.535,0.675," 10 111111111 010"
"291","jolt",-0.37,0.225,0.385," 01 100100001 000"
"292","judge",-1.55,0.395,-0.38," 01 111111111 100"
"293","jump_on",-0.955,0.36,1.79," 10 001000001 001"
"294","kiss",2.545,1.415,1.725," 10 000000011 001"
"295","knife",-2.45,0.005,1.51," 10 101000000 001"
"296","knock_out",-2.215,1.845,1.585," 10 101000000 001"
"297","know",1.58,0.775,0.72," 01 100000000 010"
"298","laugh_at",-2.175,-0.83,0.84," 10 111111111 100"
"299","leap_on",-1.65,-0.31,1.345," 10 001000001 001"
"300","leave",-1.48,0.155,0.12," 10 111111111 010"
"301","liberate",1.275,1.58,1.05," 10 000100000 010"
"302","lie_to",-1.955,-0.575,0.58," 01 111100011 000"
"303","lift",0.56,1.05,1.295," 10 001001010 001"
"304","like",2.055,1.105,0.4," 01 111111111 100"
"305","liquidate",-2.075,0.915,0.63," 10 000100000 000"
"306","love",2.685,2.3,1.215," 01 100000011 000"
"307","lust_for",-0.27,-0.055,1.265," 01 000000001 000"
"308","machine_gun",-2.3,-0.245,0.775," 10 001100000 001"
"309","maim",-2.145,0.26,1.4," 10 101001000 001"
"310","make_love_to",2.275,2.24,1.935," 10 000000001 001"
"311","malign",-1.18,-1.115,-0.41," 10 111111111 010"
"312","maltreat",-1.77,-0.2,0.655," 10 001001010 000"
"313","marry",2.315,1.45,1.095," 10 000000001 010"
"314","massage",1.345,0.725,0.575," 10 110001011 101"
"315","maul",-2.58,0.465,1.645," 10 001000000 001"
"316","mesmerize",0.425,1.16,-0.075," 01 000111111 000"
"317","misinform",-1.685,-0.405,-0.125," 01 110100010 000"
"318","misjudge",-1.18,-0.525,0.285," 01 111111111 000"
"319","mislead",-2.035,-0.58,0.5," 01 111101110 000"
"320","miss",0.665,0.23,0.04," 01 100000010 010"
"321","mock",-2.39,-0.62,0.7," 10 100100011 000"
"322","murder",-3.415,0.17,1.355," 10 101000000 011"
"323","mystify",-0.705,1.46,1.32," 01 111111111 000"
"324","neglect",-2.86,-0.105,0.27," 01 111111111 110"
"325","negotiate_with",1.43,1.01,0.145," 10 111111111 000"
"326","nurse",2.105,1.23,0.735," 10 000001010 000"
"327","obey",1.325,0.015,0.345," 10 111111111 000"
"328","observe",0.32,0.075,0.085," 10 111111111 100"
"329","obstruct",-1.46,0.02,0.73," 10 111111111 011"
"330","offend",-2.565,-0.725,0.17," 01 111111111 000"
"331","oppose",-0.365,0.37,0.035," 10 111111111 010"
"332","oppress",-1.48,0.49,0.255," 01 000100010 000"
"333","order",-0.805,1.43,0.445," 10 111111111 000"
"334","oust",-0.74,1.16,0.48," 10 111110100 011"
"335","outrage",-1.55,0.495,0.92," 01 111111111 000"
"336","outwit",0.115,0.62,0.505," 01 111111111 000"
"337","overcome",-0.18,1.73,0.815," 10 101101001 010"
"338","overdose",-3.075,0.29,0.465," 01 000001000 000"
"339","overhear",-0.83,-0.01,0.1," 01 011100010 010"
"340","overlook",-1.8,-0.245,-0.14," 01 011111110 010"
"341","oversee",-1.265,0.055,-0.285," 10 111111111 010"
"342","overthrow",-0.585,1.63,1.58," 10 000100000 010"
"343","overwhelm",0.355,1.53,1.035," 10 101101011 001"
"344","overwork",-2.165,0.635,-0.325," 01 010110010 100"
"345","pacify",1.275,0.7,0.025," 01 111111111 000"
"346","panic",-1.2,-0.45,0.105," 01 111111111 000"
"347","pardon",2.115,2.06,0.065," 10 001100000 010"
"348","parody",-0.165,0.66,1.19," 10 111111111 010"
"349","parole",1.38,1.805,0.215," 10 001000000 010"
"350","pay",1.195,0.595,-0.17," 10 010000000 000"
"351","peep_at",-1.345,-0.855,-0.42," 10 100000011 000"
"352","penalize",-1.235,0.8,-0.35," 10 010110010 000"
"353","persecute",-1.97,0.89,0.955," 01 001100100 000"
"354","pester",-1.835,-0.515,0.82," 10 110000011 010"
"355","photograph",1.57,0.415,0.685," 10 100000010 000"
"356","pinch",-0.065,-0.145,1.015," 10 100001011 101"
"357","pistol_whip",-1.965,0.81,1.725," 10 001000000 001"
"358","play_with",1.805,-0.04,1.355," 10 100000011 100"
"359","please",2.07,1.58,0.83," 01 111111111 100"
"360","plot_against",-2.06,0.22,1.11," 01 100100000 010"
"361","poison",-2.66,0.115,-0.08," 01 101001010 100"
"362","possess",-1.09,1.52,0.695," 10 000000011 011"
"363","praise",1.69,0.595,0.105," 10 111111111 000"
"364","pray_for",2.33,1.855,0.00499999999999995," 01 000000100 100"
"365","pray_with",1.84,1.27,-0.4," 10 000100100 000"
"366","prohibit",-0.78,0.245,-0.125," 10 111111111 010"
"367","promise",0.74,0.045,0.285," 10 111111111 000"
"368","promote",1.7,1.795,0.85," 10 010000000 010"
"369","prosecute",-1.69,0.695,0.035," 10 001000000 010"
"370","protect",1.935,2.035,0.5," 10 101101010 010"
"371","protest_against",-0.445,0.68,1.45," 10 010110100 000"
"372","provoke",-1.385,-0.51,0.45," 01 111111111 000"
"373","punish",-1.32,1.37,1.1," 10 111111111 100"
"374","pursue",-0.605,-0.02,1.425," 10 001101001 000"
"375","push",-0.92,0.44,0.57," 10 101000010 001"
"376","puzzle",0.05,-0.265,0.535," 01 111111111 000"
"377","quarrel_with",-0.995,-0.46,0.725," 10 111111111 000"
"378","question",0.38,0.33,0.39," 10 111111111 000"
"379","quote",0.66,0.065,-0.17," 10 111111111 010"
"380","ram",-1.425,0.585,1.095," 10 001000000 001"
"381","rebel_against",-0.815,1.42,1.41," 01 000100010 000"
"382","rebuke",-1.505,-0.37,0.795," 10 111111111 000"
"383","recognize",0.985,0.755,0.83," 01 000110000 010"
"384","recommend",1.44,1.175,0.355," 10 011110000 010"
"385","refer_to",0.02,-0.095,0.495," 10 111111111 010"
"386","reform",0.71,0.805,0.06," 01 101000110 100"
"387","refuse",-0.78,-0.03,-0.19," 10 111111111 000"
"388","regard",1.175,0.4,0.085," 01 100100000 000"
"389","reinstate",0.855,1.465,0.47," 10 011100000 010"
"390","reject",-2.28,-0.74,-0.115," 01 100100011 010"
"391","release",1.64,1.655,0.625," 10 001001001 000"
"392","relieve",1.72,0.555,0.01," 01 111111111 100"
"393","report_on",-1.655,-0.33,0.225," 01 111111111 010"
"394","reproach",0.445,0.195,0.14," 10 111111111 100"
"395","reprove",-0.65,0.615,-0.095," 10 111111111 100"
"396","repudiate",-1.075,0.23,0.46," 10 011010110 010"
"397","rescue",1.965,2.335,1.755," 10 101101010 010"
"398","resent",-1.485,-0.6,0.26," 01 111111111 000"
"399","resist",0.095,0.745,0.695," 10 111111011 001"
"400","respect",1.665,1.345,-0.495," 01 111111111 100"
"401","restrain",-0.335,1.075,0.355," 10 001001011 101"
"402","retaliate_against",-1.035,1.25,1.495," 10 000100000 010"
"403","revenge",-1.225,0.18,0.63," 01 100100010 110"
"404","revere",0.715,0.31,0.68," 01 111111111 000"
"405","revile",-0.945,0.35,-0.275," 01 111111111 100"
"406","revolt_against",-1.195,0.7,1.105," 10 000100000 010"
"407","ridicule",-1.655,-0.4,0.335," 10 111111111 000"
"408","rob",-2.46,-0.025,1.915," 10 111000000 000"
"409","rouse",-0.015,0.77,0.78," 10 100101011 100"
"410","sabotage",-1.805,0.205,0.36," 10 000100000 010"
"411","safeguard",2.265,1.92,0.765," 10 001100000 010"
"412","salute",1.13,0.58,0.09," 10 000100000 000"
"413","sanctify",1.06,0.925,0.825," 10 000000100 010"
"414","satisfy",1.98,1.29,0.415," 01 111111111 100"
"415","save",2.395,2.785,1.77," 10 101101110 100"
"416","scandalize",-2.145,-0.23,0.7," 01 100100000 010"
"417","scar",-3.095,0.13,0.705," 10 001001000 001"
"418","scorn",-1.615,0.16,0.335," 01 111111111 000"
"419","scratch",-1.045,0.08,0.31," 10 101001011 101"
"420","scrutinize",-1.265,-0.3,0.425," 10 111111111 100"
"421","search",-0.54,-0.12,0.205," 10 001000000 001"
"422","seduce",-1.005,0.07,1.28," 01 000000001 001"
"423","seize",-1.48,0.73,0.865," 10 001000000 011"
"424","serve",0.78,0.63,0.19," 10 110100010 100"
"425","shame",-2.11,0.405,0.44," 01 111111111 000"
"426","shelter",1.76,1.365,0.55," 10 101100010 010"
"427","shock",-1.835,-0.095,0.885," 01 111111111 000"
"428","shoot",-2.34,0.345,1.42," 10 001000000 101"
"429","sicken",-1.925,-0.225,0.875," 01 100001000 000"
"430","signal",0.225,0.24,0.875," 10 011100000 010"
"431","silence",-1.775,0.13,1.205," 10 111111111 000"
"432","slap",-1.125,-0.49,1.02," 10 101000011 001"
"433","slash",-2.085,0.57,1.03," 10 001000000 001"
"434","sleep_with",0.645,1.395,2.105," 10 000000001 001"
"435","smile_at",2.23,0.795,0.35," 10 111111111 000"
"436","smother",-2.555,-0.335,0.585," 10 101000000 001"
"437","snub",-1.795,-1.145,0.455," 01 100100000 010"
"438","sock",-1.355,0.34,1.3," 10 101000000 001"
"439","soothe",1.885,1.53,-0.21," 10 111111111 100"
"440","spank",-1.37,0.37,0.525," 10 000000011 001"
"441","spy_on",-1.735,-0.015,0.715," 01 001100000 010"
"442","stab",-2.47,0.125,1.26," 10 101000000 001"
"443","steal_from",-2.965,-0.09,1.125," 01 011100010 000"
"444","stimulate",1.59,1.28,0.715," 10 100111111 000"
"445","stir",-0.885,0.61,0.35," 01 000110101 000"
"446","stop",0.08,0.58,0.1," 10 111111111 100"
"447","strangle",-2.88,0.365,0.935," 10 101000000 001"
"448","stun",-0.565,0.92,1.445," 01 111111111 000"
"449","stupefy",-0.735,-0.14,0.87," 01 111111111 000"
"450","submit_to",-0.61,-1.22,-0.06," 10 001101011 000"
"451","suffocate",-3.22,0.58,1.225," 10 101000000 001"
"452","summon",-0.43,0.7,0.15," 10 111111111 010"
"453","support",1.45,0.605,1.055," 10 110101010 010"
"454","surprise",1.245,0.7,1.17," 10 111111111 000"
"455","surrender_to",-1.355,-1.17,-0.55," 10 001100000 010"
"456","suspect",-1.355,0.105,0.31," 01 111111111 000"
"457","sympathize_with",1.855,1.385,0.59," 10 111111111 000"
"458","talk_to",2.075,0.355,0.71," 10 111111111 100"
"459","tantalize",-0.405,-0.00999999999999995,0.295," 01 111111111 100"
"460","tap",0.03,-0.335,0.29," 10 110001011 001"
"461","tattoo",-1.1,-0.06,0.325," 10 100000000 001"
"462","teach",1.885,2.305,0.945," 10 111111111 100"
"463","terrorize",-3.1,0.265,0.735," 01 001100000 100"
"464","testify_against",0.015,0.855,0.48," 10 001000000 010"
"465","thank",2.315,1.5,0.51," 10 111111111 000"
"466","thrash",-2.28,0.28,1.195," 01 001000010 001"
