"","term","E","P","A"
"259","denounce",-1.53,0.81,1.19
"260","deny",-1.26,1.04,0.33
"261","deport",-0.96,2.07,1.38
"262","deprave",-2.87,0.69,0.59
"263","deprecate",-2.39,0.03,0.65
"264","depress",-2.73,-0.01,-0.59
"265","deprive",-2.93,0.92,0.12
"266","deride",-2.58,-0.02,1.25
"267","desert",-2.77,-0.14,-0.16
"268","desire",1.39,0.6,-0.14
"269","desire_sexually",1.42,0.91,0.93
"270","despise",-2.11,-0.29,-0.07
"271","destroy",-3.2,1.93,2.18
"272","detain",-0.93,1.89,1.02
"273","deter",-0.32,1.19,0.86
"274","detest",-1.92,-0.01,0.07
"275","diagnose",1.77,1.96,0.24
"276","dicker_with",-0.81,0.32,1.32
"277","diddle",-1.18,0.07,0.9
"278","dine_with",2.07,0.48,0.23
"279","direct",1.47,1.79,1.39
"280","disable",-2.76,1.05,1.31
"281","disagree_with",0.03,1.11,0.89
"282","disappoint",-2.42,-0.3,-0.33
"283","disapprove_of",-1.07,0.25,-0.08
"284","disbelieve",-0.62,0.22,-0.3
"285","discharge",-0.52,1.28,0.46
"286","discipline",0.69,1.61,1.34
"287","discomfort",-2.38,0.06,0.6
"288","disconcert",-1.7,0.21,0.34
"289","discourage",-2.15,0.32,0.49
"290","discredit",-1.74,0.35,0.72
"291","discriminate_against",-3.15,-0.15,1
"292","discuss_something_with",2.12,1.19,0.75
"293","disenchant",-1.44,-0.02,0.37
"294","disgrace",-2.64,0.63,1.15
"295","disillusion",-1.9,0.55,0.2
"296","dislike",-1.39,-0.15,0.18
"297","dismay",-2.09,0.41,0.25
"298","dismiss",-1.61,0.77,0.39
"299","disobey",-1.29,0.77,0.83
"300","disparage",-2.51,-0.03,0.7
"301","displease",-1.93,-0.4,0.13
"302","dispute",-0.05,0.73,1.36
"303","disqualify",-1.27,1.39,0.83
"304","disrespect",-2.81,-0.44,0.81
"305","dissuade",0.02,1.24,0.53
"306","distract",-1.24,0.63,1.39
"307","distress",-2.64,0.63,1.5
"308","distrust",-1.17,-0.24,-0.69
"309","disturb",-1.95,0.57,1.67
"310","divorce",-1.23,0.84,0.91
"311","dominate",-1.67,2.19,1.69
"312","dote_on",1.01,0.46,0.52
"313","double_cross",-2.95,0.5,0.89
"314","doubt",-0.66,-0.15,-0.55
"315","draw_near_to",1.51,0.99,-0.13
"316","dress",1.06,1.03,0.37
"317","drink_to",1.84,1.08,1.13
"318","drink_with",1.22,0.47,0.86
"319","drive_out",-1.39,1.4,2.04
"320","drone_on_at",-1.82,-0.39,0.71
"321","drug",-3.2,0.92,-0.08
"322","dupe",-2.79,0.53,0.81
"323","eat_with",2.15,0.68,0.41
"324","educate",3.33,2.78,1.01
"325","elbow",-1.91,0.41,1.55
"326","elect",1.33,1.52,0.5
"327","elude",-0.13,0.45,-0.49
"328","embarrass",-2.64,-0.12,1.31
"329","embezzle_from",-3.41,0.52,-0.02
"330","embrace",2.84,1.84,-0.34
"331","employ",2.77,2.57,0.98
"332","emulate",0.45,-0.22,0.47
"333","enchant",1.6,1.8,0.63
"334","encourage",3.05,2.28,1.38
"335","endanger",-3.29,0.75,1.53
"336","endorse",1.97,1.87,1.02
"337","endure",0.72,0.37,-0.91
"338","engage",1.69,1.32,1.32
"339","enjoy",2.83,1.53,0.61
"340","enrage",-2.7,1.24,2.17
"341","enrapture",1.07,1.57,0.76
"342","enslave",-3.76,1.26,1.42
"343","ensnare",-1.94,1.39,0.97
"344","entertain",2.41,1.83,2
"345","enthrall",1.58,1.59,1.04
"346","entice",0.33,1.05,0.77
"347","entrap",-2.73,1.17,0.53
"348","entreat",0.51,-0.03,0.44
"349","entrust",2.03,1.45,-0.2
"350","envy",-2,-1.31,-0.8
"351","escape",2.1,1.66,1.54
"352","escort",1.64,1.32,0.48
"353","esteem",2.2,1.28,0.41
"354","evade",-0.71,-0.17,-0.08
"355","evaluate",0.85,1.56,-0.42
"356","evict",-1.49,2.19,1.75
"357","exalt",1.21,1.16,0.84
"358","examine",0.76,1.01,-0.17
"359","excite",2.12,1.88,2.33
"360","exclude",-2.15,0.09,0.01
"361","excuse",1.81,1.2,-0.23
"362","execute",-2.83,1.95,1.75
"363","exhaust",-1.25,1.16,1.75
"364","exhibit",-0.17,0.54,0.53
"365","exile",-1.81,1.58,0.88
"366","exonerate",1.93,2.41,0.79
"367","exorcise",0.48,1.76,2.01
"368","expel",-1.53,2.05,1.45
"369","experience",1.73,1.2,0.76
"370","explain_something_to",2.44,1.7,0.54
"371","exploit",-3.29,1,0.61
"372","expose",-0.54,1.16,1.24
"373","exterminate",-3.41,2.23,2.14
"374","extol",1.37,0.94,0.79
"375","extort",-3.15,1.64,0.89
"376","eye",-0.46,-0.08,-0.89
"377","fail",-2.29,-1,-0.63
"378","fall_in_love_with",2.7,1.74,0.47
"379","favor",0.86,0.88,0.5
"380","fear",-2.11,-2.03,-0.51
"381","feed_something_to",2.95,2.3,0.49
"382","fib_to",-2.15,-0.23,0.17
"383","fight",-2.09,0.89,2.6
"384","financially_back",1.74,2.39,0.27
"385","find",2.08,1.34,1
"386","find_innocent",2.43,2.13,0.62
"387","fine",-0.97,1.48,0.59
"388","fire_from_a_job",-1.47,2.37,1.61
"389","fix",1.31,1.42,0.61
"390","flatter",1.64,1.31,0.87
"391","flee",-0.04,-0.6,1.76
"392","flirt_with",1.42,1.1,0.97
"393","flog",-2.7,1.37,2.2
"394","flunk",-1.35,1.66,0.34
"395","fluster",-0.94,0.73,1.32
"396","foil",-0.98,1.17,0.87
"397","follow",-0.6,-0.54,-0.58
"398","fondle",-1.26,0.62,0.3
"399","fool",-1.78,0.1,0.66
"400","forbid",-1.11,1.66,0.85
"401","force",-2.7,1.41,2.05
"402","forget",-1.62,-0.43,-1.47
"403","forgive",3.05,2.6,-0.76
"404","forsake",-2.31,0.46,-0.05
"405","foster",2.46,1.83,0.6
"406","frame",-3.21,0.94,0.35
"407","freakout",-1.84,0.6,2.02
"408","free",3.11,2.69,1.47
"409","frighten",-2,1.01,2.12
"410","frisk",-1.01,2.01,1.63
"411","frown_at",-1.3,-0.13,-1.02
"412","frustrate",-1.93,0.69,1.05
"413","gawk_at",-1.52,-0.44,-0.52
"414","gaze_at",0.66,0.07,-1.62
"415","get_even_with",-1.62,0.24,1.12
"416","get_to_know",2.53,1.52,0.57
"417","giggle_at",0,0.29,1.18
"418","giggle_with",2.48,1.06,1.91
"419","give_a_raise_to",2.61,2.08,0.57
"420","give_in_to",-0.98,-1.79,-1.2
"421","give_medical_treatment_to",3.15,2.72,1.46
"422","give_something_to",2.26,1.62,0.71
"423","glance_at",0.62,0.09,-0.87
"424","glare_at",-1.47,0.3,-0.82
"425","glorify",0.9,1.03,1.16
"426","glower_at",-1.53,-0.26,-0.44
"427","goad",-1.87,-0.02,1.47
"428","gossip_with",-1.31,-0.25,1.27
"429","grab",-1.32,1.11,2.09
"430","grade",0.96,1.74,0
"431","grapple_with",-0.95,0.94,2.14
"432","grasp",-0.08,1.29,1.3
"433","gratify",2.41,1.84,0.91
"434","greet",2.64,1.35,1.05
"435","grieve",0.1,0.2,-1.54
"436","grin_at",1.96,0.86,-0.25
"437","groom",1.39,0.79,0.36
"438","grouse_at",-1.55,-0.4,1.06
"439","guard",2.4,2.38,0.97
"440","guide",2.58,1.85,0.87
"441","haggle_with",0.42,0.97,1.96
"442","hail",1.05,0.73,1.33
"443","halt",-0.16,1.52,1.02
"444","handcuff",-1.05,1.67,1.48
"445","harangue",-2.03,0.64,1.91
"446","harass",-3.04,0.7,2.14
"447","harm",-3.26,0.35,1.6
"448","hassle",-2.52,0.16,1.73
"449","hate",-2.73,-0.33,0.8
"450","haunt",-2.14,1.27,0.06
"451","have_a_heart_to_heart_talk_with",2.72,2,-0.19
"452","have_an_affair_with",-2.96,0.12,1.02
"453","have_sex_with",2.25,1.49,2.18
"454","haze",-3.01,0.26,1.9
"455","heal",3.49,2.95,0.38
"456","heckle",-2.34,-0.19,2.08
"457","help",3.43,2.56,1.62
"458","hide",-0.44,0.84,-0.6
"459","hide_from",-0.73,-1.48,-2.27
"460","hinder",-2.2,0.66,0.54
"461","hire",2.33,2.22,1.17
"462","hit",-2.91,0.48,2.5
"463","hold",2.44,1.81,-1.23
"464","hold_for_questioning",-0.19,1.95,0.58
"465","hold_up",-1.67,1.28,1.44
"466","holler_at",-1.33,0.84,2.59
"467","honor",2.95,2.17,0.67
"468","hoodwink",-2.53,0.48,1.11
"469","hookup_with",0.76,0.69,1.78
"470","horrify",-2.43,1.09,1.81
"471","horse_around_with",1.01,0.43,2.22
"472","hound",-2.26,0.3,2.02
"473","hug",2.86,1.72,-0.12
"474","humble",0.63,1.28,0.39
"475","humiliate",-3.02,0.5,1.58
"476","humor",1.5,0.95,0.93
"477","hunt_for",-1.06,1.38,1.33
"478","hurry",-0.82,0.57,2.13
"479","hurt",-3.19,0.64,1.38
"480","hush",-0.57,0.75,-0.02
"481","hustle",-2.57,0.62,1.59
"482","hypnotize",-0.05,1.82,-0.99
"483","idealize",-0.18,-0.02,0.12
"484","identify",1.14,1.12,0.16
"485","identify_as_a_suspect",0.51,1.66,1.02
"486","idolize",-0.14,-0.53,-0.05
"487","ignore",-1.77,0.49,-1.85
"488","imitate",-0.33,-0.06,0.75
"489","impede",-1.63,0.83,0.84
"490","implicate",-0.94,0.83,0.69
"491","implore",0.42,-0.23,0.83
"492","imprison",-2.04,2.43,0.92
"493","incarcerate",-0.41,2.58,1.32
"494","incite",-1,0.99,1.48
"495","incriminate",-1.57,1.37,1.08
"496","indoctrinate",-1.04,1.42,0.71
"497","indulge",0.95,1.04,0.44
"498","influence",1.1,2.22,0.88
"499","inform",2.04,1.31,0.82
"500","infuriate",-2.39,1.15,2.05
"501","inject_with_medicine",1.35,1.54,-0.13
"502","injure",-3.14,0.59,1.55
"503","insist_something_to",-0.09,0.82,1.59
"504","inspect",0.09,1.08,0.2
"505","inspire",3.26,2.75,1.27
"506","instruct",2.34,2.17,1.43
"507","insult",-2.75,-0.04,1.24
"508","interest",2.1,1.4,0.98
"509","interfere_with",-1.74,0.9,1.57
"510","interrogate",-0.94,1.78,1.8
"511","interrupt",-2.28,0.25,1.92
"512","interview",1.59,1.57,0.87
"513","intimidate",-2.19,1.4,1.71
"514","intrude_on",-2.57,0.43,1.17
"515","invite",2.13,1.48,0.61
"516","irritate",-2.42,0.13,1.72
"517","isolate",-2.28,0.56,-1.05
"518","jail",-0.41,2.44,1.47
"519","jeer",-2.39,0.01,1.53
"520","jest",0,0.15,1.42
"521","join",1.61,1.26,0.99
"522","joke_with",2.22,1.01,1.72
"523","jolt",-1.1,0.9,1.75
"524","josh",0.1,0.47,1.21
"525","jostle",-1.36,0.61,1.6
"526","judge",-1.6,0.15,0.18
"527","kick",-2.7,0.91,2.45
"528","kid",0.69,0.22,1.11
"529","kill",-3.63,2.15,2.23
"530","kiss",2.63,1.9,0.48
"531","knife",-3.38,1.66,2.71
"532","knock_out",-2.53,2.09,2.55
"533","kowtow_to",-1.57,-1.89,-0.72
"534","laud",1.76,1.24,1.21
"535","laugh_at",-1.22,0.51,1.85
"536","laugh_with",3.15,1.88,2.55
"537","lay_off_from_a_job",-2.35,1.95,0.85
"538","lead",2.02,2.33,1.22
"539","leave",-0.84,1.28,0.76
"540","lecture",0.04,1.27,1.31
"541","leer_at",-2.18,-0.19,-0.55
"542","lend_money_to",1.27,1.63,-0.3
"543","liberate",2.94,2.69,1.67
"544","lie_to",-2.54,0,0.44
"545","lift",1.38,2.03,1.32
"546","like",2.67,1.57,0.42
"547","listen_to",2.79,1.27,-1.74
"548","loathe",-2.17,-0.12,-0.26
"549","look_at",0.93,0.37,-0.66
"550","love",3.36,2.64,0.68
"551","lure",-1.67,1.16,0.23
"552","lust_for",0.32,0.41,0.97
"553","make_fun_of",-2.76,-0.44,1.56
"554","make_love_to",3.16,2.26,1.74
"555","malign",-2.57,0.33,1.07
"556","manipulate",-2.85,0.98,0.62
"557","marry",2.29,1.75,1.19
"558","massage",2.1,1.06,-0.57
"559","medicate",0.79,1.21,-0.16
"560","meet",1.63,0.85,0.79
"561","menace",-2.79,0.38,1.48
"562","mimic",-1.01,-0.59,1.09
"563","misinform",-2.39,0.26,0.12
"564","misjudge",-2.36,-0.4,0.14
"565","mislead",-2.8,0.07,0.5
"566","miss",-0.25,-0.12,-1.15
"567","mistake_for_someone_else",-1.39,-0.8,0.03
"568","misunderstand",-1.7,-0.79,-0.56
"569","mock",-2.6,-0.43,1.25
"570","molest",-3.78,1.11,1.16
"571","monitor",-0.29,1.05,-0.42
"572","mortify",-2.52,0.59,1.25
"573","mother",2.32,2.11,0.76
"574","mouth_off_to",-2,0.56,2.59
"575","mug",-3.51,0.88,2.37
"576","mumble_to",-1.37,-1.68,-1.8
"577","murder",-3.79,1.62,2.08
"578","murmur_to",-0.1,-0.76,-1.76
"579","nag",-2.24,-0.16,1.8
"580","name_as_a_suspect",0.22,1.61,1.06
"581","need",0.59,-0.87,-0.39
"582","needle",-1.77,0.14,1.34
"583","neglect",-3.11,-0.25,-1.67
"584","negotiate_with",1.88,1.65,0.97
"585","notice",1.66,0.93,0.2
"586","notify_of_something",1.45,0.98,0.99
"587","nudge",-0.09,0.06,0.1
"588","nuzzle",2.07,0.69,-0.63
"589","obey",0.91,-0.93,-0.73
"590","observe",0.74,0.12,-1.24
"591","obstruct",-1.76,1.43,1.07
"592","offend",-2.41,0.49,1.24
"593","ogle",-1.33,-0.45,-0.14
"594","oppose",-0.12,1.44,1.14
"595","oppress",-3.23,1.03,1.02
"596","order",-0.55,1.57,1.48
"597","ostracize",-2.74,0.98,0.73
"598","outdo",0.9,1.51,1.5
"599","outwit",1.12,1.72,0.96
"600","overcharge",-2.7,0.06,0.06
"601","overlook",-2.19,0.09,-0.62
"602","overrate",-1.42,0.06,0.67
"603","overwhelm",-1.39,1.21,1.7
"604","overwork",-2.24,1.15,1.79
"605","pacify",1.06,0.82,-0.83
"606","pamper",1.82,1.36,0.27
"607","parody",0.09,0.59,1.59
"608","pat_down",-0.74,1.39,1.19
"609","patronize",-2.01,-0.18,0.95
"610","pay",1.93,1.39,0.41
"611","pay_for",1.57,1.52,0.47
"612","peek_at",-0.84,-0.37,-1.09
"613","peep_at",-2.39,-0.56,-1.25
"614","penalize",-1.01,1.68,1.1
"615","persecute",-2.21,1.42,1.74
"616","persuade",0.99,1.45,1.11
"617","pester",-2.11,-0.23,2.05
"618","pet",0.94,0.54,-0.51
"619","photograph",1.42,0.84,0.04
"620","pity",-0.07,-0.09,-0.93
"621","placate",0.16,-0.03,-0.14
"622","play_with",1.85,0.88,1.96
"623","plead_with",-0.23,-1.52,1.22
"624","please",2.53,1.67,0.59
"625","plot_against",-2.74,0.97,0.09
"626","point_out_as_a_suspect",0.58,1.57,0.9
"627","poison",-3.69,1.14,-0.99
"628","pooh_pooh",-1.75,-0.3,0.27
"629","praise",2.77,1.77,1.16
"630","pray_for",2.53,1.46,-1.5
"631","pray_with",1.74,1.08,-1.78
"632","preach_to",-0.25,0.73,1.62
"633","prevent_from_doing_something",0.29,1.88,1.54
"634","prod",-0.85,0.55,1.08
"635","profess_ones_innocence_to",1.56,0.42,1.11
"636","prompt",1.01,1.02,0.79
"637","propose_marriage_to",2.77,2.54,0.98
"638","prosecute",0.1,2.22,1.3
"639","proselytize",-0.58,0.94,1.39
"640","protect",3.16,2.72,1.27
"641","protest_ones_innocence_to",1.14,0.45,1.62
"642","provoke",-2.21,0.7,1.85
"643","psychoanalyze",0.3,1.14,-0.6
"644","pull_away_from",-0.83,0.66,-0.01
"645","punch",-3.07,1.51,2.78
"646","punish",-0.9,1.67,1.21
"647","pursue",0.46,1.24,1.45
"648","push",-1.81,0.98,1.86
"649","quarrel_with",-2.01,0.14,2.3
"650","query",0.69,0.56,0.67
"651","question",0.78,1.15,0.77
"652","quibble_with",-1.59,-0.22,1.5
"653","quiet",-0.12,1.07,0.06
"654","quiz",0.7,1.06,0.88
"655","raise_the_pay_of",2.65,2.3,0.51
"656","rant_at",-1.73,0.5,2.47
"657","rape",-3.71,1.26,2.68
"658","ravish",-0.23,1.37,2
"659","reason_with",2.58,1.78,0.33
"660","reassure",2.66,1.74,0.4
"661","rebel_against",-0.05,1.61,1.89
"662","rebuff",-0.79,0.8,0.81
"663","rebuke",-0.36,1.09,1.21
"664","recognize",1.67,0.99,0.46
"665","recount_something_to",1.02,0.7,0.7
"666","reform",1.43,1.63,0.87
"667","refuse",-0.68,1.25,0.64
"668","regulate",-0.13,1.7,0.83
"669","rehabilitate",2.78,2.21,0.49
"670","reject",-1.37,1.14,0.29
"671","release",1.78,1.92,0.47
"672","relish",1.39,0.54,0.47
"673","remember",2.48,1.43,-0.66
"674","remind",1.91,1.14,0.44
"675","renounce",-1.45,0.91,0.87
"676","repel",-1.16,1.17,1.01
"677","reply_to",1.79,0.72,0.67
"678","report",0.4,1.24,0.96
"679","reprimand",-0.79,1.52,1.41
"680","reproach",-0.94,0.65,0.92
"681","repulse",-2.46,0.5,0.84
"682","request_something_from",0.41,-0.22,0.43
"683","rescue",3.53,3.08,2.67
"684","respect",2.9,2.1,-0.24
"685","restrain",-0.99,1.97,2.17
"686","retaliate_against",-1.85,0.79,1.57
"687","retell_something_to",0.62,0.44,0.78
"688","revere",1.34,0.29,-0.36
"689","reward",2.77,2.03,0.97
"690","rib",-0.76,0.09,1.29
"691","ridicule",-2.6,0.21,1.9
"692","rob",-3.53,0.86,1.79
"693","rouse",0.27,1.15,1.69
