"","term","E","P","A","instcodes"
"135","discredit",-3.27,0.21,0.96," 10 111111111 010"
"136","discriminate_against",-2.9,1,0.6," 01 011111111 010"
"137","disgrace",-2.8,0.7,1.05," 01 111111111 010"
"138","dismiss",-0.3,1.2,-1," 10 001110000 000"
"139","disobey",-1.5,0.2,0.8," 10 011111111 000"
"140","disparage",-2.3,-1,1.6," 10 111111111 010"
"141","dispatch_something_to",0.85,0.6,0.2," 10 010000000 010"
"142","display_intentions_to",-0.3,0.3,0," 10 100000000 000"
"143","dispute",0.2,1.2,1.9," 10 111111111 010"
"144","distrust",-1.53,-1.3,0.1," 01 111111111 100"
"145","disturb",-2.26,-0.03,1.62," 01 111111111 010"
"146","divorce",-0.9,0.5,0," 10 000000001 010"
"147","do_best_to_conform_to_wishes_of",2.05,1,2.1," 01 100000000 000"
"148","doubt",-1.2,0,0.1," 01 111111111 100"
"149","draw_near_to",0.8,-1,-1," 10 110000111 000"
"150","dress",0.64,0.5,-1," 10 000001010 101"
"151","drive_out",-1.4,1.6,0.8," 10 011111110 010"
"152","drug",-2.75,0.58,0.15," 10 001001000 000"
"153","educate",1.48,2,-1," 10 011111111 100"
"154","embarrass",-1.8,-0.12,1.8," 01 111111111 010"
"155","embrace",1.16,1.4,-1," 10 100000011 001"
"156","employ",0.64,2,-1," 10 010000000 000"
"157","emulate",1.4,0,0," 01 111111111 010"
"158","enchant",-0.5,0.8,0.8," 01 100100011 000"
"159","encourage",3.05,2.19,-0.35," 10 111111111 100"
"160","enlist_informal_consent_of",0.86,0.6,0," 10 100000000 000"
"161","enrage",-2.2,0.86,2.13," 01 111111111 100"
"162","ensnare",-2.6,1.5,0," 01 010100000 000"
"163","entertain",1.56,1,0.2," 01 110110011 100"
"164","entrust",0.24,0,-1," 01 000100000 010"
"165","entrust_decision_to",-0.1,0,0.1," 10 110100000 000"
"166","envy",-1,-1,0.4," 01 111111111 010"
"167","escort",1.08,0.7,-1," 10 001100011 010"
"168","esteem",1.96,1,-2," 01 111111111 100"
"169","examine",-0.3,1.2,-1," 10 100001011 100"
"170","excite",-0.1,1.2,1.7," 01 100000011 101"
"171","exclude",-2.1,1.9,0.4," 10 100100001 010"
"172","excuse",0.44,2.08,-0.59," 10 111111111 000"
"173","execute",-1.8,3.1,0," 10 001000000 001"
"174","expel",-1.2,2.3,-1," 10 111111111 010"
"175","explain_something_to",1,0.7,-1," 10 111111111 000"
"176","express_remorse_to",0.27,0.1,0," 10 100000100 000"
"177","express_true_intentions_to",1.34,1,0.9," 10 100000100 000"
"178","extort",-3,1.7,1.1," 10 010000000 010"
"179","eye",-0.3,0,0.2," 10 100001011 000"
"180","fail",-1.5,2,0," 10 000010000 000"
"181","fall_for",1.08,0.42,0.6," 01 000000001 000"
"182","fall_in_love_with",0.94,0.8,2.2," 01 000000001 000"
"183","falsely_charge",-2.1,0.4,0.6," 01 001100000 010"
"184","fascinate",-0.6,1.1,1.1," 01 100000011 000"
"185","favor",-1.4,0.6,0.4," 01 100110011 010"
"186","fear",-1.09,-2.06,0.32," 01 111111111 000"
"187","feed",0.92,1.2,-1," 10 100001010 101"
"188","feel_obligated_to",0.79,0,-1," 01 100000000 000"
"189","feel_sympathy_for",0.29,0.3,-1," 01 100000000 000"
"190","fight",-0.8,1.7,1.7," 10 101100011 001"
"191","fire_from_a_job",-2,1.8,-1," 10 010000000 000"
"192","flatter",-0.8,-1,1.6," 10 111111111 000"
"193","flirt_with",-0.45,0.1,2.18," 10 000000001 000"
"194","flog",-2.1,2.1,1.4," 10 001000000 101"
"195","fluster",-1.2,1,0.5," 01 111111111 000"
"196","follow",-0.1,-2,-1," 10 101000011 000"
"197","fondle",1.9,1.2,-0.11," 10 000000011 101"
"198","force_retirement_on",1.43,0.6,0.3," 10 010000000 010"
"199","forestall",-1.3,0.6,0.9," 01 010100000 000"
"200","forgive",2.15,1.7,-2," 01 100000111 100"
"201","forsake",-2.2,0.6,0.1," 01 100100110 000"
"202","frighten",-0.5,0.6,1.4," 01 101000111 100"
"203","frisk",-1.16,1.48,0.43," 10 001000000 001"
"204","frown_at",-1,0.2,0," 10 111111111 000"
"205","get_even_with",-1.6,0,1.4," 01 110100010 000"
"206","give_instructions_to",0.5,1.9,0," 10 111111111 000"
"207","give_know_how_to",1.2,1.4,-1," 10 010111011 000"
"208","give_medical_treatment_to",1.96,2,-2," 10 000001000 000"
"209","give_reception_for",0.65,0.2,0," 10 100110000 000"
"210","give_something_to_(humble)",0.92,0.1,0," 10 100000000 000"
"211","give_something_to_(pejorative)",0.87,1.3,0.1," 10 100000000 000"
"212","gladden",1.56,1.3,-1," 01 100100011 000"
"213","glare_at",-1,0.5,0," 10 111111111 000"
"214","grapple_with",-0.3,1.7,1.9," 10 101001001 001"
"215","gratify",2.68,2.06,0.03," 01 100100011 100"
"216","greet",1.52,0.2,0," 10 111111110 000"
"217","grieve_for",0.43,-0.8,-1.7," 01 000000110 000"
"218","grouse_to",-1.2,0,0.4," 10 110000011 000"
"219","guide",1.73,1.1,0.2," 10 111111111 000"
"220","haggle_with",0.67,0.4,1.6," 10 111111111 000"
"221","hand_down_decision",0.33,2,-1," 10 001100000 010"
"222","handcuff",-0.5,2.1,0," 10 001000000 001"
"223","harm",-2.2,1.3,1.5," 10 101101011 100"
"224","hate",-1.8,0.4,0.9," 01 100100000 100"
"225","have_an_affair_with",2.09,1.4,1.29," 01 000000001 000"
"226","have_a_heart_to_heart_talk_with",1.53,1.2,0.5," 10 100000010 000"
"227","have_sex_with",-0.2,0.6,0.6," 10 000000001 101"
"228","heal",1.68,1.4,-2," 10 000001110 100"
"229","help",2,0.6,0," 10 111111111 100"
"230","honor",1.44,0.2,-1," 10 011110110 010"
"231","hoot_at",-1.9,0.2,2.4," 10 100100110 010"
"232","horrify",-1.64,1.12,0.66," 01 100100011 100"
"233","hug",1.04,1.4,0," 10 100000011 001"
"234","humiliate",-2.72,-0.2,1.17," 01 111111111 000"
"235","humor",1.28,1,-1," 01 111111111 000"
"236","idolize",-0.65,-0.57,0.42," 01 100000111 000"
"237","ignore",-2.1,0.9,-1," 11 100100011 010"
"238","imitate",-0.2,-1,0.8," 10 110000011 000"
"239","impassion",0.84,1.2,2," 01 000110101 000"
"240","imprison",-1.8,1.7,0," 10 001000000 010"
"241","incarcerate",-2.43,2.27,-0.24," 10 001000000 010"
"242","incriminate",-1.58,0.68,0.22," 10 001000000 010"
"243","indoctrinate",1.32,1.87,-0.5," 10 000100111 000"
"244","influence",1.51,2.9,-0.05," 01 111111111 000"
"245","inform",0.52,1.8,-1," 10 111111111 100"
"246","inject_with_medicine",0.28,0.8,-1," 10 000001000 101"
"247","injure",-2.77,0.98,1.85," 10 101001011 101"
"248","inquire_after",1.44,0.6,-1," 10 111111110 010"
"249","inquire_of",0.44,0,0," 10 111111111 010"
"250","inspect",-0.3,1.6,-1," 10 001111011 100"
"251","inspire",1.68,1.3,-1," 01 100110110 000"
"252","inspirit",2.23,1.7,-1," 01 100000100 000"
"253","instigate",0.24,1.2,-1," 01 100000000 000"
"254","insult",-2.5,0.3,1.1," 10 111111111 000"
"255","interfere_with",-1.5,1.4,0.6," 01 010111000 010"
"256","interrogate",-1,1.9,0," 10 001000000 000"
"257","interrupt",-1.42,0.92,1.3," 10 111111111 100"
"258","interview",1,0.9,-1," 10 011011000 000"
"259","intimidate",-1.21,0.02,0.29," 01 101100011 000"
"260","invite",1.46,1.4,0.3," 10 110010111 010"
"261","irritate",-1.3,0,1," 01 111111111 100"
"262","jeer",-1.3,0,2.2," 10 100100001 000"
"263","jest",0.64,0.36,1.84," 10 111111111 000"
"264","keep_hanging",-0.9,0.3,0.2," 01 111111111 000"
"265","keep_up_contacts_with",1.12,0.9,0.6," 10 110111110 000"
"266","kick",-1.8,1.2,1.6," 10 001000000 001"
"267","kill",-3.2,3,0.7," 10 001100000 101"
"268","kiss",1.51,1.09,0.32," 10 000000011 001"
"269","lay_off",-1.4,1.9,-1," 10 010000000 000"
"270","lead_astray",-2.1,0.7,1," 01 100000111 000"
"271","liberate",0.84,1.7,-1," 10 000100000 010"
"272","lie_to",-2,0,0.9," 01 111100011 000"
"273","like",0.27,1,-1," 01 111111111 100"
"274","look_at",0.36,0.4,-1," 10 111111111 100"
"275","love",2.19,1.8,-1," 01 100000011 000"
"276","lure",-0.9,1.2,0," 01 111100001 000"
"277","make_a_fool_of",-1.53,0.21,1.02," 01 100100001 010"
"278","make_application_of",0.09,0.8,0.6," 10 100000000 010"
"279","make_arrangements_with",1.06,0.8,0.5," 10 111111111 000"
"280","make_business_call_upon",0.88,0.5,0.9," 10 010000000 000"
"281","make_business_proposal_to",1.34,1.5,0," 10 010000000 000"
"282","make_business_report_to",0.84,0.2,0.8," 10 010000000 000"
"283","make_courtesy_call_on",1.26,0,0.8," 10 010001100 000"
"284","make_eyes_at",-0.4,0,0.2," 10 000000001 000"
"285","make_fool_of",-2,0.3,1.4," 10 100000001 010"
"286","make_fun_of",-1.4,0.3,2," 10 100000011 000"
"287","make_happy",1.68,1,1.9," 01 110100111 100"
"288","make_lose_face",-1.9,0.5,0.5," 10 111111111 010"
"289","make_swoon",-1.4,1.2,0.9," 10 100000001 000"
"290","make_undress",-0.7,1,0.3," 10 000001011 001"
"291","marry",1.2,1.4,0.2," 10 000000001 010"
"292","massacre",-2.7,2.1,0.9," 10 000100000 010"
"293","massage",0.88,0.5,-1," 10 110001011 101"
"294","merrymake_with",-0.2,0.2,2," 10 100000011 000"
"295","misinform",-1.86,-0.43,1.04," 01 110100010 000"
"296","nag",-3.14,0.35,1.88," 10 100000011 000"
"297","neglect",-3.15,-0.66,-0.03," 01 111111111 110"
"298","negotiate_with",1.31,1.1,0.6," 10 111111111 000"
"299","negotiate_with2",-0.2,0.6,0.9," 10 111111111 000"
"300","nurse",2.31,1.4,-2," 10 000001010 000"
"301","nuzzle",-0.6,-1,0.5," 10 000000011 001"
"302","obey",-0.99,-1.6,-0.89," 10 111111111 000"
"303","observe",0,0.7,-2," 10 111111111 100"
"304","obstruct",-2.1,1.1,1.4," 10 111111111 011"
"305","oppose",-0.3,1.2,1," 10 111111111 010"
"306","ostracize",-3.3,0.24,1.57," 01 100100110 010"
"307","overestimate",-0.9,0,0.5," 01 011110000 100"
"308","overpower",-1,2.6,-1," 10 001101011 001"
"309","overrate",-0.1,0.2,0.9," 01 111110000 000"
"310","overwork",-2.2,1.6,0.2," 01 010110010 100"
"311","page",0.48,-1,-1," 10 011001000 010"
"312","pass_sentence_on",0.44,2.7,-2," 10 001000000 010"
"313","pay_for_something",0.32,0.16,-0.4," 10 010000000 000"
"314","pay_money_to",0.44,0.3,0.3," 10 110000000 000"
"315","permit",1.62,1.3,-1," 10 111111111 000"
"316","persecute",-2.8,2.6,1.3," 01 001100100 000"
"317","persuade",0.96,1.5,-1," 01 111111111 100"
"318","pet",1.28,1.2,0," 10 000000011 001"
"319","photograph",0.32,0.2,0.4," 10 100000010 000"
"320","physically_examine",-0.4,0.7,0.1," 10 000001011 101"
"321","physically_rehabilitate",2.07,1.84,-1.32," 01 000001000 100"
"322","place_order_with",0.14,1,0.5," 10 010000000 000"
"323","play_with",0.96,0.4,1.9," 10 100000011 100"
"324","please",1.84,1,1," 01 111111111 100"
"325","plot_against",-1.4,0.8,0," 01 100100000 010"
"326","plunder",-2.2,1.4,1.4," 10 000100000 000"
"327","poison",-3.5,1.9,-1," 01 101001010 100"
"328","poll",-0.2,1.2,-1," 10 010100000 010"
"329","pour_liquor_for",0.24,-1,0.4," 10 100000000 100"
"330","praise",1.6,1.2,-1," 10 111111111 000"
"331","preach_to",0.04,1.6,-1," 10 000100110 000"
"332","presell_consensus_to",-1.1,0.6,0," 10 000100000 010"
"333","promote",1.87,2.2,-1," 10 010000000 010"
"334","propose_to",1.12,1.1,0," 10 000000001 000"
"335","protect",1.68,1.4,-1," 10 101101010 010"
"336","punish",-1.2,2.5,-1," 10 111111111 100"
"337","pursue",-0.4,0.6,0.2," 10 001101001 000"
"338","put_to_bed",0.72,0.7,-2," 10 000001010 001"
"339","put_up_a_smoke_screen_before",-1.1,0.8,0.4," 01 100000000 000"
"340","quarrel_with",-0.6,0.8,2.1," 10 111111111 000"
"341","question",-0.8,1.4,0," 10 111111111 000"
"342","quiet",0.8,1.6,-2," 10 111111111 000"
"343","raise_the_pay_of",1.82,2,0.3," 10 010000000 000"
"344","rape",-3.6,2.9,2.2," 10 100000001 001"
"345","rear",1.26,1.4,-1," 01 000000010 000"
"346","rebuff",-0.7,1.1,0," 10 100100101 010"
"347","rebuke",-1.8,0.5,1.6," 10 111111111 000"
"348","receive_something_from_(honorific)",0.77,0,0.1," 10 100000000 000"
"349","receive_something_from_(normal)",0.39,0,0.3," 10 100000000 000"
"350","reduce_price_for_customer",1.05,1,1.3," 10 010000000 000"
"351","reform",1.2,1.7,-1," 01 101000110 100"
"352","refresh",1.68,1.2,0," 10 100000010 100"
"353","refuse",-0.2,1.1,-1," 10 111111111 000"
"354","refute",0.08,1.4,1.1," 10 001110100 010"
"355","rehabilitate",2.07,1.8,-1," 01 001000110 000"
"356","reject",-1.4,1.4,0," 01 100100011 010"
"357","relax",2.03,1.8,-2," 01 111111111 100"
"358","renounce",-1.7,2.06,1.01," 10 100100110 010"
"359","repay_debt_of_gratitude_to",1.44,0.8,0," 10 100000000 000"
"360","reply_to",0.87,0.1,0.2," 10 111111111 000"
"361","reprimand",-0.9,1.4,0," 10 111111111 000"
"362","reprove",0.36,1.3,-1," 10 111111111 100"
"363","rescue",2.59,1.96,-0.36," 10 101101010 010"
"364","resist",-1,0.4,2.1," 10 111111011 001"
"365","respect",2.03,0.2,-2," 01 111111111 100"
"366","restrain",0,2.02,-0.26," 10 001001011 101"
"367","reveal_what's_on_one's_mind_to",0.59,0.7,0.7," 10 100000000 000"
"368","revile",-2.2,0.8,1.9," 01 111111111 100"
"369","rib",-1.1,0.1,0.9," 10 110110011 000"
"370","ridicule",-1.9,0.5,0.6," 10 111111111 000"
"371","rob",-3,1.8,1.9," 10 111000000 000"
"372","sadden",-1.8,0.8,0," 01 111111111 000"
"373","save",2.59,2.2,-1," 10 101101110 100"
"374","scare",-3.04,1.81,0.9," 01 111111111 100"
"375","scold",-0.2,1.6,0.4," 10 111111111 000"
"376","scorn",-2.4,0.4,0," 01 111111111 000"
"377","seduce",-1,-1,0.5," 01 000000001 001"
"378","seek_advice_from",0.58,-1,0.2," 10 111111111 000"
"379","sell_to",0.61,0.6,1," 10 010000000 000"
"380","send_packing",-1.9,1.6,1.8," 10 100000011 010"
"381","serenade",0.92,0.3,0.7," 10 000000011 000"
"382","serve",0.24,-2,-1," 10 110100010 100"
"383","shaft",-2.7,0.6,1.2," 01 111110010 000"
"384","shame",-2.6,1.6,0.8," 01 111111111 000"
"385","shelter",0.8,1.1,-1," 10 101100010 010"
"386","shield",1.26,1,-1," 10 001100000 010"
"387","shock",-0.45,0.95,1.89," 01 111111111 000"
"388","shun",-1.5,-1,0.2," 01 100100111 010"
"389","single_out_for_duty",-0.3,0.6,0.4," 10 000100000 010"
"390","slander",-2.3,0.9,1.4," 01 011111100 010"
"391","slay",-3.6,2.8,1.2," 10 101000000 101"
"392","sleep_with",0.08,0.4,0," 10 000000001 001"
"393","slight",-2,0.5,0.6," 01 110100010 000"
"394","smile_at",2.11,0.61,-0.8," 10 111111111 000"
"395","sneer_at",-2.2,0.6,0.6," 10 111111111 000"
"396","snoop_on",-1.2,0.3,0.8," 10 100000010 010"
"397","snub",-1.4,1.3,0," 01 100100000 010"
"398","socially_rehabilitate",1.6,2.2,-2," 01 000101100 010"
"399","soothe",1.36,1.2,-2," 10 111111111 100"
"400","speak_ill_of",-1.9,0.6,1.6," 01 110100000 010"
"401","speak_to",0.84,0.4,0.3," 10 111111111 000"
"402","spoil",-1.1,0,0," 01 000000010 000"
"403","spurn",-1,-1,0," 01 100100101 010"
"404","startle",-0.9,0.9,1.5," 01 111111111 000"
"405","stop",-0.6,2.3,-1," 10 111111111 100"
"406","stop_dealing_with",-0.5,1,0.3," 10 110100000 000"
"407","strangle",-3.3,2.7,0.8," 10 101000000 001"
"408","strip",-1.4,1.4,0.6," 10 001001001 101"
"409","stroke",0.68,0.6,-1," 10 000001011 101"
"410","succor",0.96,0.9,0," 01 000001011 000"
"411","suggest_to",0.76,1.4,-2," 10 111111111 000"
"412","supervise",0.44,2,-1," 10 111111110 010"
"413","support",1.96,1.4,1.6," 10 110101010 010"
"414","suspect",-1.4,0,0," 01 111111111 000"
"415","swindle",-2.3,0.6,0.9," 01 010000000 000"
"416","tag_after",-1.6,-1,1.5," 10 100000010 000"
"417","take_responsibility_for",2.03,2,0," 10 001000000 010"
"418","taunt",-1.1,0,2," 10 111100111 000"
"419","teach",1.68,1.9,-1," 10 111111111 100"
"420","team_with",2.15,1.5,0.3," 10 010110000 010"
"421","terrorize",-3.4,1.79,1.04," 01 001100000 100"
"422","thank",2.11,0.5,-1," 10 111111111 000"
"423","thrash",-2.6,2.1,1.6," 01 001000010 001"
"424","threaten",-2.5,2.2,0.4," 10 111111111 000"
"425","thrill",0.1,1.59,0.89," 01 100000011 000"
"426","throttle",-3.1,2.4,0.7," 10 101000000 001"
"427","tickle",-0.1,0,2," 10 000000011 001"
"428","tire",-1.4,0.6,1.7," 01 100001011 100"
"429","torture",-3.1,2.8,1," 10 001000000 101"
"430","train",0.95,1.6,0.8," 10 111111111 000"
"431","transact_business_with",0.74,1.3,0.8," 10 010000000 000"
"432","transfer_to_another_office",-0.7,1.9,0," 10 001101000 010"
"433","trap",-3.12,0.68,0.17," 01 011100000 000"
"434","treat_minor_injury_for",1.75,0.1,-2," 10 100001000 000"
"435","trick",-1.4,0.2,2.2," 01 111100010 000"
"436","trouble",-2,1,1.5," 01 111111111 000"
"437","trust",2.33,1.45,-1.2," 01 111111111 100"
"438","underestimate",-1.6,0,0," 01 111111000 100"
"439","underrate",-1.8,0.3,0.5," 01 100000000 000"
"440","understand",1.76,1.4,-2," 01 111111111 000"
"441","undertake_a_challenge_from",1.21,1.6,1.9," 10 100000000 010"
"442","undervalue",-1.5,0,0.4," 01 111111111 100"
"443","undress",-1.2,1.22,1.09," 10 000001011 101"
"444","urge",2.15,2,-1," 10 111111111 000"
"445","use",-2,0.9,0," 01 111100100 010"
"446","victimize",-3.2,2.4,2.1," 10 011000001 000"
"447","violate",-2.4,1.7,1.5," 10 000000001 000"
"448","wake",1.34,2.14,0.83," 10 100001010 001"
"449","warn",-1.4,2.2,0.5," 10 111111111 010"
"450","waste_time_of",-0.33,1.23,-0.54," 01 011111100 000"
"451","watch",-1,1.5,-1," 10 111111111 000"
"452","watch_over",1.88,1.6,-2," 01 111111111 010"
"453","welcome",1.64,0.9,1," 10 111111111 010"
"454","worry",-1.7,0.2,1.4," 01 111111111 000"
"455","wrong",-1.6,0.5,0.5," 01 111111111 000"
