"","term","E","P","A"
"120","invasion_of_territory",-2.5,1.3,1.9
"121","massive_bombing_of_civilian_areas",-3.4,1.8,1.9
"122","large_scale_bombing_of_military_installations",-1.5,2,1.9
"123","occupation_of_territory",-2.1,1.5,1.3
"124","chemical_or_biological_warfare",-3.6,1,2.4
"125","conduct_campaigns_of_genocide",-4,1.4,2.4
"126","guarantee_energy_food_and_basic_resources_to_all_parts_of_society",3.2,2.4,0.7
"127","investing_substantially_in_reducing_illiteracy",2.4,1.6,0
"128","starting_social_welfare_programs",1.8,1.2,0.2
"129","establishing_structures_to_protect_the_individual_from_the_state",2.4,1.4,0.5
"130","coming_to_the_aid_of_disadvantaged_ethnic_or_poverty_stricken_groups",2.6,1.3,0.2
"131","legislating_suffrage_regardless_of_sex_race_or_origin",2.5,2.2,0.6
"132","reducing_the_rate_of_infant_or_child_mortality",2.6,1.5,1.1
"133","writing_social_security_labor_and_retirement_insurance_laws",1.8,1.4,-0.8
"134","cooperation_to_protect_freedom_and_the_good_life",3.1,2.6,0.7
"135","enacting_laws_to_protect_rights_of_minorities",2.5,1.8,0
"136","lifting_of_total_censorship_or_curfew",2,1.4,0.1
"137","upholding_constitutional_rights_by_higher_courts",2.5,2.2,-0.7
"138","holding_free_elections_of_high_officials",2.8,2.4,-0.1
"139","reform_the_judicial_constitutional_educational_etc.systems",1.7,1.5,0.2
"140","restore_normal_constitutional_life",2.5,1.9,0.2
"141","reinstitute_voluntary_assemble",2,1.4,0
"142","return_revoked_citizenships",1.3,0.9,0.3
"143","remove_restrictions_against_voting",2.6,1.7,0.5
"144","allow_media_criticism_of_government",2.5,2.1,0.3
"145","release_political_prisoners",1.9,0.9,0.3
"146","granting_amnesty_to_leaders_and_exiled_nationals",1.2,0.8,0.5
"147","remove_partial_political_censorship_and_curfew",1.9,0.7,0.5
"148","reopen_public_facilities_and_permit_free_trade",2.6,1.5,0.5
"149","open_universities_and_schools_that_were_closed_for_political_unrest",1.8,1,0.8
"150","initiate_agrarian_reform",2.2,1.7,0.5
"151","grant_laborers_share_in_corporate_decision_making",1.9,1.1,0.9
"152","alter_taxes_making_them_more_equitable",1.4,1.5,0
"153","starting_new_educational_institutions",2.2,1.5,0.6
"154","improving_the_income_distribution_of_individuals_and_corporations",2.1,1.9,0
"155","release_frozen_accounts_of_opposition",1.5,1.2,-0.2
"156","return_expropriated_property",1.9,0.8,-0.4
"157","domestic_cease_fire_from_unions",1,1.5,0.7
"158","participating_in_political_economic_and_cultural_life_of_the_nation",2.4,1.5,0.1
"159","the_surrendering_of_rebels",0.9,0,0.4
"160","ending_hunger_strikes",1.2,0.1,-0.4
"161","public_showing_support_of_government",2.4,2,0.1
"162","political_support_for_legislation_to_reduce_structural_inequalities",2.1,1.3,0.1
"163","public_joins_in_support_of_governments_external_policies",1.9,1.7,0.2
"164","improving_the_level_of_technology",1.8,0.5,2.2
"165","constructing_port_facilities_and_transportation_modes",2,1.2,0.4
"166","adopting_policies_facilitating_free_movement_of_goods_and_services",2.3,1.8,0
"167","enacting_laws_to_protect_the_environment",1.8,1.7,0.8
"168","requesting_public_support_for_domestic_and_foreign_policy",1.5,0.8,-0.6
"169","agreeing_to_confer_to_study_social_welfare_legislation",1.9,1.1,0.1
"170","exploring_means_to_improve_economic_and_industrial_conditions_in_country",2.1,1.4,-0.5
"171","agreeing_to_study_complaints_of_public",0.7,0.8,-0.3
"172","government_and_opposition_talk_about_mutual_public_concerns",2.4,1.5,0
"173","government_and_labor_representatives_meet_or_agree_to_change_conditions",2,1.7,0.1
"174","negotiating_the_release_of_kidnapped_persons",2.1,0.9,-0.2
"175","dismissing_corrupt_public_officials",1.7,1.2,0.3
"176","government_moves_to_ease_internal_tension",1.7,1.4,0.2
"177","reporting_on_matters_of_state_budget_imports_etc",1.5,0.7,-0.4
"178","electing_low_level_officials",1.7,1,-0.6
"179","appointing_ministers_and_cabinet_officials",0.7,0.7,-0.4
"180","reporting_of_news_events",1.8,1.3,0.8
"181","celebrating_holidays",2,-0.1,0.6
"182","announcing_problems_being_studied",1.6,0.6,-0.6
"183","issuing_rhetorical_statements",-0.1,-0.4,0
"184","reshuffling_or_dismissing_cabinet_for_political_conflict_reasons",-0.7,0.4,0.3
"185","intragovernmental_conflictive_actions_or_statements",-1.2,0.2,0.3
"186","governmental_resignation_due_to_political_problems",0,0.5,0.3
"187","demanding_the_release_of_jailed_or_detained_opposition",1.1,0,0.8
"188","requesting_ouster_of_unpopular_officials",0.7,0.5,0.8
"189","accusing_the_government_of_arbitrary_acts_of_injustice_or_revenge",0,0.4,1.2
"190","lining_up_against_governmental_policies",0.1,0.7,1.1
"191","limited_strikes_and_threats",-0.7,1.1,0.6
"192","distribution_and_or_confiscation_of_antiregime_propaganda",-1.2,0.9,0.3
"193","calling_for_ageneral_strike_or_civil_armed_resistance",-1.5,0.4,1.6
"194","inciting_riots_or_retaliatory_acts",-1.5,0.4,1.6
"195","threatening_strikes",-0.7,1.1,0.9
"196","short_term_restrictions_on_travel_and_internal_movement",-1.3,0.8,0.3
"197","mobilizing_adraft_to_conduct_wars",-0.9,0.5,0.6
"198","imposing_apartial_curfew",-1.3,0.7,0.6
"199","imposing_partial_censorship",-2.1,0.7,0.3
"200","imposing_taxes_to_conduct_wars",-1,1.5,-0.4
"201","devaluating_currency_without_compensation",-1.9,1.3,0.4
"202","rejecting_ideas_of_social_legislation_reform",-1.2,0.7,0
"203","rejecting_initiation_of_health_education_or_welfare_programs",-2,0.7,0.4
"204","accuse_opposition_of_treason",-0.8,0.5,0.5
"205","charging_opposition_with_violent_acts_and_destruction",-0.4,0.6,0.9
"206","abolishing_minor_social_welfare_programs",-1.1,0.7,0
"207","forbidding_public_gatherings",-2.7,1.2,0
"208","canceling_passports_of_citizens",-1.2,0.8,0.6
"209","detaining_opposition_leaders_or_placing_under_house_arrest",-1.8,1.1,0.5
"210","freezing_accounts_of_opposition",-1.8,0.8,0.6
"211","restricting_the_use_of_public_facilities_and_closing_airports",-1.9,1.1,0.9
"212","revoke_citizenships_for_political_reasons",-2.3,1,0.3
"213","expropriating_private_property_without_compensation",-2.2,1.1,1
"214","dismissing_judges_arbitrarily",-2.1,0.8,1.2
"215","evicting_citizens_arbitrarily",-2.5,0.7,0.8
"216","closing_universities_and_schools_for_political_reasons",-2.4,0.7,0.6
"217","large_scale_stocking_of_arms_by_private_citizens",-2.4,0.1,1.2
"218","creating_private_militia",-1.7,-0.3,1.1
"219","large_scale_riots_and_general_strikes",-2.4,1.2,1.8
"220","extensive_violence_in_the_streets",-2.3,0.4,1.6
"221","pursuing_and_crushing_liberation_movements",-2,1.6,1.5
"222","coup_detat",-1.7,1.9,2.4
"223","mass_arrests",-2.5,1.1,1.7
"224","abolition_of_civil_rights_dissolving_parliament",-2,1.1,1.4
"225","imposing_martial_law",-2.7,1.5,1.4
"226","imposing_atotal_curfew",-2.3,1.1,1.5
"227","abolishing_civil_courts_and_political_rights_and_freedoms",-3.3,1.3,1.1
"228","arrests_of_dissident_journalists_or_opposition_leaders",-2.5,0.7,1.5
"229","the_control_of_public_media_facilities_total_censorship_by_the_military",-2.7,1.7,0.4
"230","abolishing_social_welfare_programs_affecting_large_portions_of_society",-2.1,1.2,1
"231","violating_ethnic_and_individual_rights",-2.9,0.6,0.8
"232","torturing_prisoners",-3.6,1,0.9
"233","executing_political_prisoners_and_enemies_of_the_state",-2.5,0.9,1.3
"234","kidnapping_or_assassinations_of_public_officials",-2.8,1,1.8
"235","large_scale_bombing_and_terrorist_activities",-2.8,0.7,2.4
"236","execution_of_public_officials_by_the_opposition_or_government",-2.9,1,1.9
"237","an_ethnic_internal_war",-2.9,0.5,1.9
"238","conducting_campaigns_of_extermination",-3.7,1.2,1.9
